id,city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,rent_amount,property_tax,fire_insurance,total
5079,1,50,1,1,1,1,not acept,furnished,2900.00,0.00,37.00,3477.00
5080,1,500,7,7,8,0,not acept,furnished,9000.00,1667.00,136.00,10800.00
5081,1,17,1,1,0,1,acept,not furnished,2700.00,5.00,35.00,2740.00
5082,1,101,3,2,1,18,acept,not furnished,1700.00,22.00,22.00,2634.00
5083,1,87,2,3,0,13,acept,not furnished,4200.00,109.00,54.00,5613.00
5084,1,72,2,1,1,4,acept,not furnished,1000.00,12.00,13.00,1675.00
5085,1,123,3,3,2,14,acept,not furnished,3100.00,367.00,40.00,4607.00
5086,1,70,2,1,1,1,acept,not furnished,1000.00,138.00,13.00,1431.00
5087,0,40,1,1,0,8,not acept,not furnished,595.00,12.00,8.00,942.00
5088,0,47,1,1,1,12,acept,not furnished,650.00,0.00,9.00,2159.00
5089,1,115,4,3,4,1,acept,furnished,7000.00,0.00,89.00,8222.00
5090,1,36,1,1,1,1,acept,not furnished,2344.00,0.00,9.00,2803.00
5091,1,340,4,4,3,14,not acept,not furnished,5000.00,1084.00,64.00,11150.00
5092,1,200,3,4,2,0,acept,not furnished,6500.00,209.00,98.00,6807.00
5093,1,150,3,3,1,3,not acept,not furnished,4500.00,484.00,58.00,7271.00
5094,1,98,3,3,2,1,acept,furnished,2970.00,459.00,38.00,5442.00
5095,1,300,4,3,2,13,acept,furnished,8500.00,524.00,108.00,11730.00
5096,1,35,1,1,1,14,not acept,not furnished,2700.00,0.00,35.00,3185.00
5097,1,63,3,2,1,8,acept,not furnished,3300.00,10.00,42.00,3792.00
5098,1,150,3,2,1,6,not acept,not furnished,5500.00,0.00,70.00,6816.00
5099,1,170,3,3,2,0,acept,not furnished,4850.00,334.00,73.00,5257.00
5100,0,110,3,3,2,0,acept,not furnished,3200.00,88.00,49.00,3897.00
5101,1,55,2,1,1,4,not acept,furnished,2450.00,237.00,32.00,3069.00
5102,1,47,1,1,0,0,not acept,not furnished,1000.00,76.00,13.00,1189.00
5103,1,80,1,1,1,0,acept,not furnished,1150.00,75.00,18.00,1243.00
5104,1,65,2,2,2,7,acept,furnished,4000.00,245.00,51.00,5333.00
5105,0,35,1,1,1,0,not acept,furnished,1000.00,0.00,16.00,1016.00
5106,1,100,2,2,0,0,acept,not furnished,1765.00,0.00,27.00,1792.00
5107,1,540,4,7,5,11,acept,not furnished,15000.00,3565.00,191.00,23680.00
5108,0,47,1,1,0,7,acept,not furnished,1000.00,17.00,13.00,1493.00
5109,1,272,5,5,2,0,acept,not furnished,11000.00,917.00,166.00,12080.00
5110,1,90,3,3,1,11,acept,not furnished,4650.00,241.00,59.00,6297.00
5111,1,83,2,2,1,3,acept,furnished,2300.00,119.00,30.00,3069.00
5112,1,35,1,1,0,5,acept,not furnished,1300.00,0.00,17.00,1587.00
5113,1,260,4,4,4,0,acept,not furnished,14000.00,1834.00,211.00,16050.00
5114,1,130,3,2,2,0,acept,not furnished,5100.00,183.00,77.00,5360.00
5115,1,218,4,4,3,10,acept,furnished,8400.00,1105.00,107.00,11960.00
5116,1,20,1,1,0,1,not acept,furnished,2060.00,0.00,27.00,2087.00
5117,1,70,2,2,2,5,not acept,not furnished,2500.00,71.00,32.00,3593.00
5118,1,400,4,3,3,0,acept,not furnished,7000.00,900.00,106.00,8006.00
5119,1,60,1,2,1,2,acept,not furnished,4000.00,112.00,51.00,5318.00
5120,1,240,4,4,4,26,acept,not furnished,13000.00,1121.00,165.00,17540.00
5121,1,245,3,4,3,10,acept,not furnished,14000.00,917.00,178.00,18000.00
5122,1,140,3,2,1,0,acept,furnished,8200.00,0.00,124.00,8324.00
5123,1,120,2,2,0,1,acept,not furnished,3600.00,120.00,46.00,4066.00
5124,1,110,3,3,2,4,not acept,not furnished,3900.00,484.00,50.00,5634.00
5125,1,42,1,1,1,4,not acept,furnished,4400.00,41.00,56.00,5157.00
5126,1,300,2,3,2,5,acept,furnished,10500.00,0.00,134.00,14130.00
5127,1,50,2,2,1,10,acept,not furnished,1900.00,0.00,25.00,2325.00
5128,1,110,4,3,3,1,not acept,furnished,2230.00,567.00,29.00,4476.00
5129,1,72,2,2,1,12,acept,not furnished,2406.00,0.00,10.00,3094.00
5130,1,130,3,4,4,0,acept,not furnished,3280.00,484.00,50.00,4914.00
5131,1,170,2,2,1,8,acept,not furnished,2000.00,250.00,26.00,4976.00
5132,0,38,1,1,0,5,not acept,not furnished,892.00,17.00,12.00,1361.00
5133,1,138,3,3,3,0,acept,furnished,3900.00,145.00,59.00,4104.00
5134,0,45,1,1,1,9,not acept,furnished,1900.00,83.00,25.00,2500.00
5135,1,230,3,6,5,18,acept,furnished,11050.00,1500.00,141.00,14890.00
5136,0,206,5,3,2,0,acept,not furnished,3500.00,189.00,53.00,3742.00
5137,1,135,3,3,2,7,not acept,not furnished,13800.00,375.00,175.00,15850.00
5138,1,300,2,2,0,0,acept,furnished,3500.00,292.00,53.00,3845.00
5139,1,25,1,1,0,3,acept,not furnished,1650.00,30.00,21.00,2151.00
5140,1,200,1,2,0,0,acept,not furnished,8000.00,700.00,121.00,8821.00
5141,1,150,3,3,2,7,acept,not furnished,3400.00,200.00,44.00,4944.00
5142,1,54,2,2,1,6,acept,not furnished,2800.00,199.00,36.00,3989.00
5143,1,82,3,2,2,4,not acept,not furnished,2600.00,209.00,33.00,3702.00
5144,1,84,2,2,0,1,acept,furnished,6000.00,250.00,77.00,7177.00
5145,1,200,1,3,2,0,not acept,not furnished,3000.00,321.00,46.00,3367.00
5146,1,230,4,3,1,2,not acept,not furnished,3600.00,464.00,46.00,6510.00
5147,1,56,2,1,0,0,acept,not furnished,1400.00,0.00,10.00,1610.00
5148,1,50,1,1,0,1,acept,not furnished,1294.00,0.00,6.00,1450.00
5149,1,163,4,4,3,2,not acept,furnished,9500.00,1000.00,121.00,12920.00
5150,1,35,1,1,1,12,not acept,furnished,2200.00,242.00,28.00,3640.00
5151,1,120,3,3,2,0,acept,not furnished,2750.00,125.00,42.00,2917.00
5152,0,60,1,1,0,3,acept,not furnished,1300.00,75.00,17.00,1642.00
5153,1,54,2,1,1,8,acept,not furnished,1550.00,84.00,20.00,2284.00
5154,1,250,5,4,3,0,acept,not furnished,3680.00,666.00,56.00,4402.00
5155,1,50,2,1,1,9,acept,not furnished,1998.00,43.00,26.00,2477.00
5156,1,300,2,1,2,0,acept,not furnished,2800.00,350.00,43.00,3193.00
5157,0,130,3,2,1,0,acept,not furnished,1300.00,250.00,20.00,1570.00
5158,1,120,3,2,1,18,acept,not furnished,5300.00,167.00,68.00,6685.00
5159,1,89,2,2,0,7,acept,furnished,3900.00,5.00,50.00,4383.00
5160,0,69,3,2,2,11,acept,not furnished,2000.00,142.00,26.00,2750.00
5161,1,55,1,1,0,0,acept,not furnished,1650.00,0.00,25.00,1675.00
5162,1,110,3,2,1,0,acept,not furnished,3200.00,0.00,49.00,3249.00
5163,1,50,2,1,1,2,not acept,furnished,1650.00,0.00,21.00,2070.00
5164,0,80,3,1,1,1,acept,not furnished,1328.00,50.00,10.00,1768.00
5165,1,66,2,2,1,23,acept,not furnished,2583.00,0.00,10.00,2953.00
5166,1,180,3,4,3,12,acept,not furnished,2200.00,902.00,28.00,5177.00
5167,1,135,2,3,1,22,acept,not furnished,6500.00,339.00,83.00,8337.00
5168,1,74,2,1,1,5,acept,not furnished,2024.00,71.00,8.00,2672.00
5169,1,56,2,1,1,6,acept,not furnished,2200.00,11.00,28.00,2919.00
5170,0,40,1,1,1,6,acept,not furnished,650.00,35.00,9.00,1294.00
5171,1,86,3,2,2,6,acept,furnished,3100.00,203.00,40.00,4143.00
5172,1,70,2,2,0,0,not acept,not furnished,1500.00,0.00,23.00,1523.00
5173,1,30,1,1,0,1,acept,not furnished,1150.00,50.00,15.00,1265.00
5174,1,438,5,6,5,0,not acept,not furnished,12000.00,817.00,181.00,13000.00
5175,0,72,2,1,2,16,acept,not furnished,1200.00,89.00,16.00,2035.00
5176,1,66,1,1,1,10,not acept,furnished,3500.00,65.00,45.00,4372.00
5177,0,70,2,1,1,4,acept,not furnished,1000.00,42.00,13.00,1507.00
5178,1,1000,4,7,4,10,acept,furnished,15000.00,4900.00,191.00,26090.00
5179,0,380,4,6,6,0,not acept,not furnished,4100.00,269.00,62.00,4431.00
5180,0,248,3,4,4,2,acept,not furnished,8000.00,667.00,102.00,11420.00
5181,1,109,3,1,1,1,acept,not furnished,2800.00,145.00,36.00,4181.00
5182,0,135,3,2,2,3,acept,not furnished,2400.00,92.00,31.00,3623.00
5183,1,54,2,2,1,4,acept,not furnished,2800.00,199.00,36.00,3989.00
5184,1,170,3,3,2,0,acept,not furnished,2750.00,100.00,42.00,2892.00
5185,1,45,1,1,2,12,acept,furnished,3350.00,0.00,43.00,3923.00
5186,1,180,3,4,3,7,acept,furnished,4500.00,680.00,58.00,7658.00
5187,0,51,2,1,0,2,acept,not furnished,980.00,21.00,13.00,1285.00
5188,1,166,3,2,2,2,acept,not furnished,7000.00,882.00,89.00,10100.00
5189,1,350,4,4,4,0,acept,not furnished,13000.00,1417.00,196.00,14610.00
5190,0,63,2,1,1,1,acept,not furnished,870.00,90.00,12.00,1470.00
5191,1,73,2,2,1,11,acept,not furnished,1250.00,150.00,16.00,2116.00
5192,1,126,3,4,3,4,acept,not furnished,4000.00,1021.00,51.00,6632.00
5193,1,87,2,2,1,5,acept,not furnished,2975.00,117.00,38.00,5230.00
5194,1,171,3,5,3,16,acept,not furnished,10600.00,870.00,135.00,12930.00
5195,1,65,3,2,1,10,not acept,not furnished,3250.00,113.00,42.00,3992.00
5196,1,63,2,1,2,12,acept,not furnished,5500.00,220.00,70.00,6990.00
5197,1,59,2,2,1,6,acept,not furnished,2500.00,75.00,32.00,3107.00
5198,1,70,2,1,0,0,not acept,not furnished,1210.00,59.00,19.00,1288.00
5199,1,90,2,1,1,0,acept,not furnished,2735.00,19.00,42.00,2796.00
5200,1,35,2,1,0,11,acept,not furnished,2399.00,0.00,31.00,2998.00
5201,1,30,1,1,1,3,acept,furnished,3300.00,9.00,42.00,4051.00
5202,1,61,1,2,2,1,not acept,furnished,4000.00,250.00,51.00,6501.00
5203,0,54,1,1,1,5,acept,furnished,2350.00,127.00,30.00,3258.00
5204,1,32,1,1,1,23,acept,not furnished,2000.00,416.00,26.00,4242.00
5205,0,90,3,2,1,3,acept,not furnished,1300.00,129.00,17.00,2366.00
5206,1,93,2,1,1,4,not acept,furnished,5500.00,110.00,70.00,6665.00
5207,0,44,1,1,0,4,acept,not furnished,520.00,23.00,7.00,967.00
5208,1,220,4,4,4,10,acept,not furnished,5500.00,832.00,70.00,8602.00
5209,1,100,2,2,0,0,acept,not furnished,2500.00,220.00,38.00,2758.00
5210,1,55,2,2,1,17,not acept,not furnished,1800.00,0.00,26.00,2526.00
5211,1,100,2,3,1,7,not acept,furnished,4930.00,266.00,63.00,6408.00
5212,1,35,1,1,1,5,acept,furnished,3200.00,149.00,41.00,4205.00
5213,1,60,2,2,1,14,not acept,furnished,5650.00,59.00,72.00,6697.00
5214,1,162,3,4,0,0,acept,not furnished,3200.00,267.00,49.00,3516.00
5215,1,165,4,3,2,0,acept,not furnished,5000.00,46.00,76.00,5122.00
5216,1,97,2,3,2,11,acept,furnished,2820.00,167.00,36.00,3723.00
5217,0,55,1,1,0,7,acept,not furnished,1200.00,50.00,16.00,1746.00
5218,1,230,3,3,3,6,not acept,not furnished,10500.00,792.00,134.00,13530.00
5219,1,77,2,2,1,8,acept,not furnished,3260.00,34.00,42.00,4176.00
5220,1,42,1,1,1,4,not acept,not furnished,2350.00,151.00,30.00,3731.00
5221,1,180,3,3,1,0,not acept,not furnished,3000.00,117.00,46.00,3163.00
5222,1,50,2,1,1,15,acept,not furnished,1300.00,34.00,17.00,2001.00
5223,1,200,5,2,3,0,acept,not furnished,4800.00,300.00,73.00,5173.00
5224,1,290,6,3,4,0,acept,not furnished,8000.00,1525.00,121.00,9646.00
5225,1,49,1,1,0,12,not acept,furnished,3800.00,89.00,49.00,4381.00
5226,1,38,1,1,1,16,acept,furnished,2863.00,0.00,37.00,4000.00
5227,1,280,4,6,3,8,acept,not furnished,4800.00,1500.00,61.00,10860.00
5228,1,68,2,2,0,6,not acept,furnished,6443.00,20.00,82.00,7175.00
5229,1,70,2,3,1,16,acept,not furnished,1500.00,292.00,20.00,2912.00
5230,0,280,4,3,3,0,acept,not furnished,2167.00,169.00,33.00,2369.00
5231,1,140,3,2,3,13,acept,furnished,8000.00,167.00,102.00,9369.00
5232,1,225,4,3,2,0,acept,not furnished,3400.00,132.00,52.00,3584.00
5233,1,70,2,1,2,0,not acept,not furnished,1400.00,85.00,22.00,1507.00
5234,1,81,3,1,1,3,acept,not furnished,2800.00,142.00,36.00,3878.00
5235,1,19,1,1,0,0,not acept,not furnished,1200.00,41.00,16.00,1257.00
5236,1,233,4,5,4,7,acept,furnished,11000.00,92.00,140.00,14470.00
5237,1,43,2,1,1,1,not acept,not furnished,1375.00,17.00,18.00,2160.00
5238,1,50,1,1,0,0,not acept,not furnished,1200.00,0.00,19.00,1219.00
5239,1,54,1,1,1,13,not acept,furnished,5000.00,359.00,64.00,6102.00
5240,1,50,1,1,1,6,acept,furnished,1884.00,0.00,11.00,2895.00
5241,1,336,4,4,6,0,acept,not furnished,7677.00,950.00,116.00,8743.00
5242,1,208,3,3,3,4,acept,furnished,15000.00,1200.00,191.00,18880.00
5243,1,150,2,2,2,0,acept,not furnished,6000.00,667.00,91.00,6758.00
5244,0,200,3,2,3,0,acept,not furnished,3000.00,125.00,46.00,3171.00
5245,1,200,2,3,2,1,acept,furnished,15000.00,667.00,191.00,17560.00
5246,1,40,2,1,0,3,acept,not furnished,1275.00,87.00,17.00,1459.00
5247,1,35,1,1,0,0,acept,not furnished,1150.00,30.00,15.00,1195.00
5248,1,35,1,1,0,0,acept,not furnished,900.00,11.00,14.00,925.00
5249,1,90,3,2,2,3,acept,furnished,2500.00,0.00,11.00,3491.00
5250,1,300,3,2,5,0,acept,not furnished,11500.00,2000.00,173.00,13670.00
5251,1,520,3,4,8,0,not acept,not furnished,10000.00,1008.00,151.00,11160.00
5252,1,180,3,4,4,22,acept,not furnished,12000.00,818.00,153.00,14520.00
5253,1,160,3,1,2,0,acept,not furnished,5000.00,225.00,76.00,5301.00
5254,1,72,2,2,1,0,acept,not furnished,3536.00,0.00,28.00,4264.00
5255,1,43,1,1,0,5,acept,furnished,680.00,220.00,9.00,2104.00
5256,1,120,3,2,2,0,acept,not furnished,6400.00,547.00,97.00,7044.00
5257,1,70,2,1,0,0,acept,not furnished,1300.00,70.00,20.00,1390.00
5258,1,86,3,2,1,7,acept,not furnished,2500.00,84.00,32.00,3506.00
5259,1,67,2,2,2,1,acept,not furnished,2372.00,0.00,8.00,2998.00
5260,1,37,1,1,1,21,acept,not furnished,4000.00,50.00,51.00,4641.00
5261,1,350,3,5,5,0,acept,not furnished,5500.00,675.00,83.00,6258.00
5262,0,70,1,1,2,0,acept,not furnished,1450.00,5.00,22.00,1477.00
5263,1,159,2,2,2,12,acept,not furnished,7000.00,505.00,89.00,9672.00
5264,1,220,6,2,2,0,acept,not furnished,4500.00,125.00,68.00,4693.00
5265,1,70,3,1,1,10,not acept,not furnished,1650.00,0.00,21.00,2171.00
5266,1,164,4,4,2,6,not acept,not furnished,5000.00,386.00,64.00,7609.00
5267,1,190,3,3,1,8,acept,furnished,8000.00,600.00,102.00,10880.00
5268,1,190,3,2,2,9,acept,not furnished,5700.00,492.00,73.00,7965.00
5269,1,35,1,1,0,15,acept,not furnished,1500.00,0.00,20.00,1820.00
5270,0,110,3,3,2,0,acept,not furnished,3200.00,88.00,49.00,3897.00
5271,1,65,3,2,1,2,acept,furnished,3200.00,245.00,41.00,4486.00
5272,1,392,3,5,5,7,acept,not furnished,15000.00,2667.00,191.00,21260.00
5273,1,114,4,4,2,6,acept,not furnished,2790.00,321.00,36.00,4262.00
5274,1,190,4,4,2,0,not acept,not furnished,4450.00,223.00,67.00,4740.00
5275,1,115,2,1,0,0,acept,not furnished,1550.00,0.00,24.00,1574.00
5276,1,65,2,1,0,7,not acept,not furnished,1200.00,42.00,16.00,1506.00
5277,1,59,2,1,1,8,acept,not furnished,3000.00,0.00,39.00,3039.00
5278,1,68,2,2,2,7,acept,furnished,6600.00,0.00,84.00,8184.00
5279,1,46,1,1,0,2,acept,not furnished,1437.00,58.00,19.00,2067.00
5280,1,57,2,2,2,12,acept,not furnished,2800.00,209.00,36.00,4295.00
5281,0,48,2,1,1,4,acept,not furnished,850.00,0.00,11.00,1104.00
5282,1,245,4,4,3,5,acept,not furnished,6800.00,1219.00,87.00,11630.00
5283,1,20,1,1,0,0,acept,furnished,1800.00,130.00,23.00,2555.00
5284,1,45,1,1,0,1,not acept,not furnished,1360.00,0.00,18.00,1428.00
5285,0,60,1,2,1,10,acept,not furnished,1338.00,72.00,17.00,2057.00
5286,1,76,2,2,2,17,acept,not furnished,4200.00,52.00,54.00,4946.00
5287,1,84,2,2,1,14,acept,not furnished,5300.00,145.00,68.00,6295.00
5288,1,101,3,2,2,7,acept,furnished,3200.00,319.00,41.00,4657.00
5289,1,310,4,3,3,11,acept,not furnished,8000.00,0.00,102.00,11600.00
5290,1,183,4,3,4,3,acept,not furnished,5950.00,192.00,76.00,8598.00
5291,1,73,2,2,2,2,acept,not furnished,2652.00,107.00,9.00,3668.00
5292,1,290,4,3,2,1,not acept,furnished,7150.00,862.00,91.00,10990.00
5293,1,150,3,4,4,14,not acept,furnished,7925.00,0.00,29.00,9204.00
5294,1,68,2,2,2,12,not acept,not furnished,2300.00,0.00,30.00,4930.00
5295,1,51,1,1,0,9,acept,not furnished,1950.00,84.00,25.00,2426.00
5296,1,120,2,1,0,1,not acept,not furnished,2200.00,113.00,28.00,2341.00
5297,1,146,3,4,4,15,acept,not furnished,6000.00,631.00,77.00,8218.00
5298,1,104,3,2,2,2,acept,not furnished,4400.00,432.00,56.00,6388.00
5299,1,146,3,4,2,8,acept,furnished,11000.00,592.00,140.00,13530.00
5300,0,200,3,3,3,0,acept,not furnished,2000.00,166.00,31.00,2197.00
5301,1,44,1,1,0,0,not acept,not furnished,1250.00,19.00,19.00,1288.00
5302,1,42,1,1,2,6,acept,furnished,3380.00,0.00,43.00,4018.00
5303,0,60,2,1,1,0,acept,not furnished,1300.00,180.00,20.00,1500.00
5304,1,60,2,2,2,5,acept,not furnished,2000.00,85.00,26.00,2651.00
5305,0,50,1,1,1,2,not acept,not furnished,647.00,15.00,9.00,1064.00
5306,1,63,2,2,1,19,acept,not furnished,4400.00,136.00,56.00,4776.00
5307,1,70,2,2,4,0,acept,not furnished,3000.00,190.00,46.00,3236.00
5308,1,130,3,2,2,1,not acept,not furnished,3250.00,571.00,42.00,5187.00
5309,1,30,1,1,0,2,acept,not furnished,1850.00,0.00,24.00,1874.00
5310,1,36,1,1,0,3,acept,furnished,2500.00,30.00,32.00,3012.00
5311,1,257,4,4,4,14,not acept,not furnished,12000.00,1584.00,153.00,18740.00
5312,1,198,3,3,0,14,acept,not furnished,6000.00,715.00,77.00,8862.00
5313,1,280,5,5,2,1,acept,furnished,12750.00,929.00,162.00,18220.00
5314,1,373,4,4,3,12,acept,not furnished,12750.00,1417.00,162.00,18830.00
5315,1,300,2,3,2,8,not acept,furnished,5120.00,500.00,65.00,8685.00
5316,1,220,3,3,3,0,acept,furnished,2800.00,250.00,43.00,3093.00
5317,1,50,1,1,0,19,not acept,not furnished,1077.00,0.00,14.00,1491.00
5318,0,110,3,2,1,6,acept,not furnished,1200.00,217.00,16.00,2523.00
5319,1,280,5,5,4,13,acept,not furnished,10000.00,1167.00,127.00,14390.00
5320,1,400,4,4,3,0,acept,not furnished,10000.00,2707.00,151.00,12860.00
5321,1,245,3,5,4,3,acept,furnished,10000.00,1218.00,127.00,13650.00
5322,1,320,3,3,2,0,acept,not furnished,7200.00,600.00,109.00,7909.00
5323,1,209,4,4,3,7,not acept,not furnished,3900.00,1084.00,50.00,9334.00
5324,1,360,4,5,5,0,acept,furnished,9600.00,584.00,145.00,10330.00
5325,1,113,2,3,2,10,acept,not furnished,13500.00,375.00,172.00,15450.00
5326,1,75,3,1,1,1,not acept,not furnished,2078.00,Incluso,7.00,2560.00
5327,0,73,3,1,1,3,acept,not furnished,1140.00,100.00,15.00,1802.00
5328,1,130,3,2,1,12,acept,not furnished,4500.00,334.00,58.00,6159.00
5329,1,160,3,3,3,9,acept,furnished,10000.00,584.00,127.00,13110.00
5330,1,220,3,4,3,16,acept,furnished,8000.00,555.00,102.00,10160.00
5331,1,185,3,3,2,5,acept,not furnished,3410.00,100.00,44.00,5454.00
5332,1,37,1,1,1,5,not acept,not furnished,2600.00,105.00,33.00,3618.00
5333,1,60,2,1,0,0,acept,furnished,1450.00,0.00,22.00,1472.00
5334,1,70,1,1,1,12,acept,not furnished,4400.00,120.00,56.00,5096.00
5335,1,50,2,1,0,0,not acept,not furnished,3100.00,0.00,40.00,3140.00
5336,1,85,2,1,0,1,acept,not furnished,3100.00,28.00,40.00,3888.00
5337,0,55,2,1,1,2,acept,not furnished,1550.00,83.00,20.00,2103.00
5338,1,185,3,5,2,11,acept,furnished,3000.00,806.00,39.00,5852.00
5339,1,380,4,5,6,8,acept,furnished,4900.00,1737.00,63.00,9850.00
5340,1,76,3,2,2,14,acept,not furnished,2800.00,215.00,36.00,3908.00
5341,1,560,4,4,0,0,acept,furnished,10970.00,2917.00,165.00,14050.00
5342,1,34,1,1,0,1,not acept,not furnished,1540.00,0.00,20.00,1845.00
5343,1,30,1,1,0,1,not acept,furnished,1500.00,25.00,20.00,2745.00
5344,1,70,2,2,2,8,acept,not furnished,3650.00,300.00,47.00,4637.00
5345,1,245,3,4,3,5,acept,not furnished,14000.00,2014.00,178.00,21130.00
5346,1,132,2,2,0,1,acept,furnished,2900.00,0.00,37.00,3915.00
5347,1,55,2,1,1,2,acept,not furnished,1262.00,29.00,16.00,1979.00
5348,1,157,3,1,2,11,acept,not furnished,3000.00,295.00,39.00,5110.00
5349,0,102,3,2,0,15,acept,not furnished,2500.00,248.00,32.00,3698.00
5350,1,420,3,5,5,0,acept,not furnished,8200.00,1084.00,124.00,9408.00
5351,1,65,2,2,1,0,acept,not furnished,2040.00,0.00,31.00,2071.00
5352,1,120,3,3,3,11,acept,not furnished,2500.00,321.00,32.00,4653.00
5353,1,35,1,1,0,12,not acept,furnished,2610.00,0.00,34.00,4044.00
5354,0,70,3,2,1,3,acept,furnished,1300.00,55.00,17.00,2022.00
5355,1,26,1,1,0,4,acept,furnished,4300.00,60.00,55.00,4815.00
5356,1,27,1,1,1,6,not acept,furnished,2000.00,59.00,26.00,2735.00
5357,1,220,3,3,2,8,not acept,furnished,11000.00,542.00,140.00,13380.00
5358,1,150,2,1,2,0,acept,not furnished,5500.00,0.00,83.00,5583.00
5359,1,102,3,2,2,1,acept,not furnished,1900.00,340.00,25.00,3565.00
5360,1,35,1,1,1,7,acept,not furnished,2300.00,0.00,30.00,2760.00
5361,0,67,3,1,1,1,not acept,not furnished,900.00,40.00,12.00,1303.00
5362,1,470,4,4,5,19,acept,not furnished,6741.00,0.00,86.00,13730.00
5363,1,510,4,3,5,0,acept,not furnished,10000.00,517.00,151.00,10670.00
5364,1,156,3,4,3,7,not acept,not furnished,5000.00,500.00,64.00,6981.00
5365,1,247,4,6,4,16,acept,not furnished,15000.00,1742.00,191.00,20530.00
5366,1,117,3,2,2,15,acept,furnished,3100.00,200.00,40.00,4790.00
5367,1,55,1,1,1,1,acept,furnished,5275.00,80.00,67.00,5999.00
5368,1,60,2,2,1,11,not acept,furnished,5500.00,150.00,70.00,6878.00
5369,1,300,4,5,5,3,acept,not furnished,8800.00,2750.00,112.00,16160.00
5370,1,36,1,1,1,15,not acept,furnished,2300.00,105.00,30.00,2945.00
5371,1,315,4,5,5,20,not acept,not furnished,4000.00,1000.00,29.00,7529.00
5372,1,320,4,6,4,0,acept,not furnished,6000.00,675.00,91.00,6766.00
5373,1,180,3,4,3,15,acept,furnished,6600.00,690.00,84.00,8815.00
5374,1,70,2,2,0,14,not acept,not furnished,3200.00,0.00,41.00,3841.00
5375,1,71,2,1,1,10,acept,not furnished,3100.00,97.00,40.00,4237.00
5376,0,68,3,2,2,9,acept,not furnished,1500.00,55.00,20.00,2143.00
5377,1,40,2,1,1,1,acept,not furnished,3300.00,0.00,42.00,4042.00
5378,1,38,1,1,0,17,not acept,not furnished,1280.00,100.00,17.00,1980.00
5379,1,70,2,1,0,0,not acept,not furnished,1300.00,0.00,20.00,1320.00
5380,1,220,4,3,4,11,acept,furnished,3000.00,1000.00,39.00,5839.00
5381,1,245,3,5,4,13,acept,furnished,11500.00,1584.00,146.00,15680.00
5382,1,550,5,6,4,0,acept,not furnished,15000.00,1119.00,226.00,16350.00
5383,1,270,4,3,3,0,acept,not furnished,10900.00,392.00,164.00,11460.00
5384,1,380,3,3,2,1,acept,not furnished,11000.00,1084.00,140.00,15800.00
5385,0,47,2,1,1,4,acept,not furnished,900.00,25.00,12.00,1197.00
5386,1,180,3,3,2,16,acept,not furnished,11000.00,131.00,140.00,13470.00
5387,1,239,3,3,3,0,acept,not furnished,7000.00,177.00,106.00,7283.00
5388,1,136,3,4,3,2,acept,not furnished,3200.00,500.00,41.00,5231.00
5389,1,150,2,3,3,0,acept,not furnished,5000.00,0.00,76.00,5076.00
5390,1,122,2,2,2,10,acept,not furnished,3950.00,640.00,51.00,6402.00
5391,0,34,1,1,0,4,acept,not furnished,700.00,70.00,9.00,1209.00
5392,1,130,2,2,2,5,acept,furnished,12000.00,45.00,153.00,13700.00
5393,1,90,2,1,1,14,acept,furnished,2000.00,75.00,26.00,2741.00
5394,1,75,1,1,2,8,acept,furnished,7000.00,323.00,89.00,8388.00
5395,1,39,1,1,1,11,not acept,not furnished,3500.00,164.00,45.00,4359.00
5396,1,210,3,2,2,0,acept,furnished,3500.00,101.00,53.00,3654.00
5397,1,200,4,3,3,14,not acept,not furnished,6400.00,0.00,82.00,8882.00
5398,1,100,2,1,0,0,acept,not furnished,1460.00,84.00,22.00,1566.00
5399,1,124,3,1,0,8,not acept,not furnished,1200.00,84.00,16.00,2500.00
5400,1,150,3,1,2,0,acept,not furnished,3600.00,334.00,55.00,3989.00
5401,1,200,3,2,1,2,acept,not furnished,4500.00,375.00,58.00,6683.00
5402,1,80,2,1,0,0,acept,not furnished,2200.00,0.00,34.00,2234.00
5403,1,300,4,2,0,5,acept,not furnished,15000.00,834.00,191.00,22030.00
5404,1,40,1,1,1,3,not acept,furnished,2300.00,34.00,30.00,2964.00
5405,1,87,2,2,1,3,acept,furnished,3337.00,0.00,9.00,5446.00
5406,1,230,3,4,3,2,acept,not furnished,12000.00,157.00,153.00,16010.00
5407,0,45,1,1,1,16,not acept,furnished,3900.00,105.00,50.00,4505.00
5408,1,38,1,1,0,0,not acept,not furnished,1650.00,0.00,25.00,1675.00
5409,1,98,3,3,2,0,acept,not furnished,2500.00,0.00,38.00,2538.00
5410,1,35,1,1,0,1,not acept,not furnished,1305.00,0.00,17.00,1572.00
5411,1,170,3,5,3,7,acept,furnished,2800.00,600.00,36.00,5186.00
5412,0,72,2,1,0,2,not acept,not furnished,800.00,60.00,11.00,1477.00
5413,1,195,2,3,3,15,acept,furnished,9200.00,250.00,117.00,12170.00
5414,0,170,2,3,3,16,acept,not furnished,5900.00,167.00,75.00,7492.00
5415,1,360,4,5,2,6,acept,not furnished,15000.00,1167.00,191.00,18960.00
5416,0,156,4,5,3,3,not acept,not furnished,1100.00,200.00,14.00,3264.00
5417,0,420,4,5,4,0,acept,not furnished,7225.00,584.00,109.00,8518.00
