"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02719V03286","Country","C02199V02655","Sex","C02542V03077","Origin or Destination","UNIT","VALUE"
"PEA18","Estimated Migration (Persons in April)","2017","2017","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","4.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","10.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","-","Both sexes","01","Net migration","Thousand","0.5"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","6.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","1","Male","01","Net migration","Thousand","-0.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","1","Male","04","Emigrants: All destinations","Thousand","3.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","1","Male","05","Immigrants: All origins","Thousand","2.8"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","2","Female","01","Net migration","Thousand","1.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","2","Female","04","Emigrants: All destinations","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","US","United States","2","Female","05","Immigrants: All origins","Thousand","3.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","-","Both sexes","01","Net migration","Thousand","0.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","1","Male","01","Net migration","Thousand","0.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","1.8"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","2","Female","01","Net migration","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","1.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","-","Both sexes","01","Net migration","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","8"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","1","Male","01","Net migration","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","2.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","4.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","2","Female","01","Net migration","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","3.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","12.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","12.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","25.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","6.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","6.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","12.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","6.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","13"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","-","Both sexes","01","Net migration","Thousand","39.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","56.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","95.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","1","Male","01","Net migration","Thousand","17.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","29.5"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","1","Male","05","Immigrants: All origins","Thousand","47.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","2","Female","01","Net migration","Thousand","21.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","26.6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","-","All countries","2","Female","05","Immigrants: All origins","Thousand","48"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","6"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","11.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","17.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","2.8"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","5.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","7.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","6.1"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","9.3"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","5.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand","8.4"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand","13.8"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand","4.5"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand","7.2"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand","3.9"
"PEA18","Estimated Migration (Persons in April)","2017","2017","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand","6.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","10.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","10.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","21.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","4.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","10.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","4.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","10.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","-","Both sexes","01","Net migration","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","5.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","1","Male","01","Net migration","Thousand","0.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","1","Male","04","Emigrants: All destinations","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","1","Male","05","Immigrants: All origins","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","2","Female","01","Net migration","Thousand","1.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","2","Female","04","Emigrants: All destinations","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","US","United States","2","Female","05","Immigrants: All origins","Thousand","4.2"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","-","Both sexes","01","Net migration","Thousand","-0.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","1","Male","01","Net migration","Thousand","-0.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","1.2"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","2","Female","01","Net migration","Thousand","-0.2"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","-","Both sexes","01","Net migration","Thousand","3.4"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","4.1"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","7.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","1","Male","01","Net migration","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","2.4"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","3.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","2","Female","01","Net migration","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","3.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","18.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","10.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","29.1"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","8.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","5.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","14.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","9.5"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","5.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","14.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","-","Both sexes","01","Net migration","Thousand","44.4"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","51.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","96"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","1","Male","01","Net migration","Thousand","23.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","24"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","1","Male","05","Immigrants: All origins","Thousand","47.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","2","Female","01","Net migration","Thousand","21.1"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","27.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","-","All countries","2","Female","05","Immigrants: All origins","Thousand","48.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","11.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","15.9"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","4.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","8.1"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","0.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","7.8"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand","6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand","11.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand","2.7"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand","5.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand","3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","04","Emigrants: All destinations","Thousand","3.3"
"PEA18","Estimated Migration (Persons in April)","2018","2018","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","05","Immigrants: All origins","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","-","Both sexes","01","Net migration","Thousand","10.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","-","Both sexes","04","Emigrants: All destinations","Thousand","11.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","-","Both sexes","05","Immigrants: All origins","Thousand","21.6"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","1","Male","01","Net migration","Thousand","4.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","1","Male","04","Emigrants: All destinations","Thousand","5.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","1","Male","05","Immigrants: All origins","Thousand","10.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","2","Female","01","Net migration","Thousand","5.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","2","Female","04","Emigrants: All destinations","Thousand","5.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","GB1","United Kingdom (1)","2","Female","05","Immigrants: All origins","Thousand","11.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","-","Both sexes","01","Net migration","Thousand","1.6"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","-","Both sexes","04","Emigrants: All destinations","Thousand","5.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","-","Both sexes","05","Immigrants: All origins","Thousand","6.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","1","Male","01","Net migration","Thousand","0.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","1","Male","04","Emigrants: All destinations","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","1","Male","05","Immigrants: All origins","Thousand","3.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","2","Female","01","Net migration","Thousand","1.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","2","Female","04","Emigrants: All destinations","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","US","United States","2","Female","05","Immigrants: All origins","Thousand","3.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","-","Both sexes","01","Net migration","Thousand","-2.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","-","Both sexes","04","Emigrants: All destinations","Thousand","4.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","-","Both sexes","05","Immigrants: All origins","Thousand","2.6"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","1","Male","01","Net migration","Thousand","-0.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","1","Male","05","Immigrants: All origins","Thousand","1.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","2","Female","01","Net migration","Thousand","-1.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","2","Female","04","Emigrants: All destinations","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","CA","Canada","2","Female","05","Immigrants: All origins","Thousand","1.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","-","Both sexes","01","Net migration","Thousand","0"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","-","Both sexes","04","Emigrants: All destinations","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","-","Both sexes","05","Immigrants: All origins","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","1","Male","01","Net migration","Thousand","1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","1","Male","04","Emigrants: All destinations","Thousand","2.8"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","1","Male","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","2","Female","01","Net migration","Thousand","-1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","2","Female","04","Emigrants: All destinations","Thousand","3.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","AU","Australia","2","Female","05","Immigrants: All origins","Thousand","2.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","-","Both sexes","01","Net migration","Thousand","22.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","-","Both sexes","04","Emigrants: All destinations","Thousand","12.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","-","Both sexes","05","Immigrants: All origins","Thousand","34.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","1","Male","01","Net migration","Thousand","13.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","1","Male","04","Emigrants: All destinations","Thousand","5.6"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","1","Male","05","Immigrants: All origins","Thousand","19"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","2","Female","01","Net migration","Thousand","8.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","2","Female","04","Emigrants: All destinations","Thousand","6.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","ZZWORX23","Other countries (23)","2","Female","05","Immigrants: All origins","Thousand","15.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","-","Both sexes","01","Net migration","Thousand","44"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","-","Both sexes","04","Emigrants: All destinations","Thousand","53.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","-","Both sexes","05","Immigrants: All origins","Thousand","97.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","1","Male","01","Net migration","Thousand","22.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","1","Male","04","Emigrants: All destinations","Thousand","26.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","1","Male","05","Immigrants: All origins","Thousand","49"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","2","Female","01","Net migration","Thousand","21.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","2","Female","04","Emigrants: All destinations","Thousand","26.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","-","All countries","2","Female","05","Immigrants: All origins","Thousand","48.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","01","Net migration","Thousand","5.4"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","04","Emigrants: All destinations","Thousand","10.1"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","-","Both sexes","05","Immigrants: All origins","Thousand","15.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","01","Net migration","Thousand","1.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","04","Emigrants: All destinations","Thousand","5.5"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","1","Male","05","Immigrants: All origins","Thousand","7.2"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","01","Net migration","Thousand","3.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","04","Emigrants: All destinations","Thousand","4.6"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E1420XIE","EU14 excl Irl (UK & Ireland)","2","Female","05","Immigrants: All origins","Thousand","8.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","01","Net migration","Thousand","6.3"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","04","Emigrants: All destinations","Thousand","3.7"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","-","Both sexes","05","Immigrants: All origins","Thousand","10"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","01","Net migration","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","04","Emigrants: All destinations","Thousand","1.9"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","1","Male","05","Immigrants: All origins","Thousand","3.8"
"PEA18","Estimated Migration (Persons in April)","2019","2019","E15E2720","EU15 to EU27 (accession countries joined post 2004)","2","Female","01","Net migration","Thousand","4.4"
