"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Single Year of Age","C02199V02655","Sex","UNIT","VALUE"
"PEA11","Population estimates from 1926","2019","2019","016","16 years","1","Male","Number","32947"
"PEA11","Population estimates from 1926","2019","2019","016","16 years","2","Female","Number","32117"
"PEA11","Population estimates from 1926","2019","2019","017","17 years","-","Both sexes","Number","64792"
"PEA11","Population estimates from 1926","2019","2019","017","17 years","1","Male","Number","32712"
"PEA11","Population estimates from 1926","2019","2019","017","17 years","2","Female","Number","32080"
"PEA11","Population estimates from 1926","2019","2019","018","18 years","-","Both sexes","Number","63438"
"PEA11","Population estimates from 1926","2019","2019","018","18 years","1","Male","Number","32125"
"PEA11","Population estimates from 1926","2019","2019","018","18 years","2","Female","Number","31313"
"PEA11","Population estimates from 1926","2019","2019","019","19 years","-","Both sexes","Number","63380"
"PEA11","Population estimates from 1926","2019","2019","019","19 years","1","Male","Number","32257"
"PEA11","Population estimates from 1926","2019","2019","019","19 years","2","Female","Number","31123"
"PEA11","Population estimates from 1926","2019","2019","020","20 years","-","Both sexes","Number","63680"
"PEA11","Population estimates from 1926","2019","2019","020","20 years","1","Male","Number","32447"
"PEA11","Population estimates from 1926","2019","2019","020","20 years","2","Female","Number","31233"
"PEA11","Population estimates from 1926","2019","2019","021","21 years","-","Both sexes","Number","63445"
"PEA11","Population estimates from 1926","2019","2019","021","21 years","1","Male","Number","32265"
"PEA11","Population estimates from 1926","2019","2019","021","21 years","2","Female","Number","31180"
"PEA11","Population estimates from 1926","2019","2019","022","22 years","-","Both sexes","Number","60040"
"PEA11","Population estimates from 1926","2019","2019","022","22 years","1","Male","Number","30701"
"PEA11","Population estimates from 1926","2019","2019","022","22 years","2","Female","Number","29339"
"PEA11","Population estimates from 1926","2019","2019","023","23 years","-","Both sexes","Number","57980"
"PEA11","Population estimates from 1926","2019","2019","023","23 years","1","Male","Number","29487"
"PEA11","Population estimates from 1926","2019","2019","023","23 years","2","Female","Number","28493"
"PEA11","Population estimates from 1926","2019","2019","024","24 years","-","Both sexes","Number","56566"
"PEA11","Population estimates from 1926","2019","2019","024","24 years","1","Male","Number","28687"
"PEA11","Population estimates from 1926","2019","2019","024","24 years","2","Female","Number","27879"
"PEA11","Population estimates from 1926","2019","2019","025","25 years","-","Both sexes","Number","56486"
"PEA11","Population estimates from 1926","2019","2019","025","25 years","1","Male","Number","28617"
"PEA11","Population estimates from 1926","2019","2019","025","25 years","2","Female","Number","27869"
"PEA11","Population estimates from 1926","2019","2019","026","26 years","-","Both sexes","Number","56653"
"PEA11","Population estimates from 1926","2019","2019","026","26 years","1","Male","Number","28804"
"PEA11","Population estimates from 1926","2019","2019","026","26 years","2","Female","Number","27849"
"PEA11","Population estimates from 1926","2019","2019","027","27 years","-","Both sexes","Number","58016"
"PEA11","Population estimates from 1926","2019","2019","027","27 years","1","Male","Number","28957"
"PEA11","Population estimates from 1926","2019","2019","027","27 years","2","Female","Number","29059"
"PEA11","Population estimates from 1926","2019","2019","028","28 years","-","Both sexes","Number","60766"
"PEA11","Population estimates from 1926","2019","2019","028","28 years","1","Male","Number","30599"
"PEA11","Population estimates from 1926","2019","2019","028","28 years","2","Female","Number","30167"
"PEA11","Population estimates from 1926","2019","2019","029","29 years","-","Both sexes","Number","59607"
"PEA11","Population estimates from 1926","2019","2019","029","29 years","1","Male","Number","29526"
"PEA11","Population estimates from 1926","2019","2019","029","29 years","2","Female","Number","30081"
"PEA11","Population estimates from 1926","2019","2019","030","30 years","-","Both sexes","Number","64348"
"PEA11","Population estimates from 1926","2019","2019","030","30 years","1","Male","Number","31663"
"PEA11","Population estimates from 1926","2019","2019","030","30 years","2","Female","Number","32685"
"PEA11","Population estimates from 1926","2019","2019","031","31 years","-","Both sexes","Number","62451"
"PEA11","Population estimates from 1926","2019","2019","031","31 years","1","Male","Number","30225"
"PEA11","Population estimates from 1926","2019","2019","031","31 years","2","Female","Number","32226"
"PEA11","Population estimates from 1926","2019","2019","032","32 years","-","Both sexes","Number","65532"
"PEA11","Population estimates from 1926","2019","2019","032","32 years","1","Male","Number","31586"
"PEA11","Population estimates from 1926","2019","2019","032","32 years","2","Female","Number","33946"
"PEA11","Population estimates from 1926","2019","2019","033","33 years","-","Both sexes","Number","70436"
"PEA11","Population estimates from 1926","2019","2019","033","33 years","1","Male","Number","33885"
"PEA11","Population estimates from 1926","2019","2019","033","33 years","2","Female","Number","36551"
"PEA11","Population estimates from 1926","2019","2019","034","34 years","-","Both sexes","Number","70905"
"PEA11","Population estimates from 1926","2019","2019","034","34 years","1","Male","Number","34125"
"PEA11","Population estimates from 1926","2019","2019","034","34 years","2","Female","Number","36780"
"PEA11","Population estimates from 1926","2019","2019","035","35 years","-","Both sexes","Number","73953"
"PEA11","Population estimates from 1926","2019","2019","035","35 years","1","Male","Number","35362"
"PEA11","Population estimates from 1926","2019","2019","035","35 years","2","Female","Number","38591"
"PEA11","Population estimates from 1926","2019","2019","036","36 years","-","Both sexes","Number","77630"
"PEA11","Population estimates from 1926","2019","2019","036","36 years","1","Male","Number","36952"
"PEA11","Population estimates from 1926","2019","2019","036","36 years","2","Female","Number","40678"
"PEA11","Population estimates from 1926","2019","2019","037","37 years","-","Both sexes","Number","79666"
"PEA11","Population estimates from 1926","2019","2019","037","37 years","1","Male","Number","38234"
"PEA11","Population estimates from 1926","2019","2019","037","37 years","2","Female","Number","41432"
"PEA11","Population estimates from 1926","2019","2019","038","38 years","-","Both sexes","Number","83204"
"PEA11","Population estimates from 1926","2019","2019","038","38 years","1","Male","Number","40596"
"PEA11","Population estimates from 1926","2019","2019","038","38 years","2","Female","Number","42608"
"PEA11","Population estimates from 1926","2019","2019","039","39 years","-","Both sexes","Number","85113"
"PEA11","Population estimates from 1926","2019","2019","039","39 years","1","Male","Number","41792"
"PEA11","Population estimates from 1926","2019","2019","039","39 years","2","Female","Number","43321"
"PEA11","Population estimates from 1926","2019","2019","040","40 years","-","Both sexes","Number","79308"
"PEA11","Population estimates from 1926","2019","2019","040","40 years","1","Male","Number","38422"
"PEA11","Population estimates from 1926","2019","2019","040","40 years","2","Female","Number","40886"
"PEA11","Population estimates from 1926","2019","2019","041","41 years","-","Both sexes","Number","76632"
"PEA11","Population estimates from 1926","2019","2019","041","41 years","1","Male","Number","37620"
"PEA11","Population estimates from 1926","2019","2019","041","41 years","2","Female","Number","39012"
"PEA11","Population estimates from 1926","2019","2019","042","42 years","-","Both sexes","Number","75118"
"PEA11","Population estimates from 1926","2019","2019","042","42 years","1","Male","Number","36918"
"PEA11","Population estimates from 1926","2019","2019","042","42 years","2","Female","Number","38200"
"PEA11","Population estimates from 1926","2019","2019","043","43 years","-","Both sexes","Number","75661"
"PEA11","Population estimates from 1926","2019","2019","043","43 years","1","Male","Number","37442"
"PEA11","Population estimates from 1926","2019","2019","043","43 years","2","Female","Number","38219"
"PEA11","Population estimates from 1926","2019","2019","044","44 years","-","Both sexes","Number","74527"
"PEA11","Population estimates from 1926","2019","2019","044","44 years","1","Male","Number","36751"
"PEA11","Population estimates from 1926","2019","2019","044","44 years","2","Female","Number","37776"
"PEA11","Population estimates from 1926","2019","2019","045","45 years","-","Both sexes","Number","73622"
"PEA11","Population estimates from 1926","2019","2019","045","45 years","1","Male","Number","36427"
"PEA11","Population estimates from 1926","2019","2019","045","45 years","2","Female","Number","37195"
"PEA11","Population estimates from 1926","2019","2019","046","46 years","-","Both sexes","Number","72461"
"PEA11","Population estimates from 1926","2019","2019","046","46 years","1","Male","Number","36130"
"PEA11","Population estimates from 1926","2019","2019","046","46 years","2","Female","Number","36331"
"PEA11","Population estimates from 1926","2019","2019","047","47 years","-","Both sexes","Number","70341"
"PEA11","Population estimates from 1926","2019","2019","047","47 years","1","Male","Number","35059"
"PEA11","Population estimates from 1926","2019","2019","047","47 years","2","Female","Number","35282"
"PEA11","Population estimates from 1926","2019","2019","048","48 years","-","Both sexes","Number","70529"
"PEA11","Population estimates from 1926","2019","2019","048","48 years","1","Male","Number","35249"
"PEA11","Population estimates from 1926","2019","2019","048","48 years","2","Female","Number","35280"
"PEA11","Population estimates from 1926","2019","2019","049","49 years","-","Both sexes","Number","67418"
"PEA11","Population estimates from 1926","2019","2019","049","49 years","1","Male","Number","33691"
"PEA11","Population estimates from 1926","2019","2019","049","49 years","2","Female","Number","33727"
"PEA11","Population estimates from 1926","2019","2019","050","50 years","-","Both sexes","Number","64087"
"PEA11","Population estimates from 1926","2019","2019","050","50 years","1","Male","Number","32225"
"PEA11","Population estimates from 1926","2019","2019","050","50 years","2","Female","Number","31862"
"PEA11","Population estimates from 1926","2019","2019","051","51 years","-","Both sexes","Number","63323"
"PEA11","Population estimates from 1926","2019","2019","051","51 years","1","Male","Number","31560"
"PEA11","Population estimates from 1926","2019","2019","051","51 years","2","Female","Number","31763"
"PEA11","Population estimates from 1926","2019","2019","052","52 years","-","Both sexes","Number","62005"
"PEA11","Population estimates from 1926","2019","2019","052","52 years","1","Male","Number","30882"
"PEA11","Population estimates from 1926","2019","2019","052","52 years","2","Female","Number","31123"
"PEA11","Population estimates from 1926","2019","2019","053","53 years","-","Both sexes","Number","62062"
"PEA11","Population estimates from 1926","2019","2019","053","53 years","1","Male","Number","30795"
"PEA11","Population estimates from 1926","2019","2019","053","53 years","2","Female","Number","31267"
"PEA11","Population estimates from 1926","2019","2019","054","54 years","-","Both sexes","Number","61878"
"PEA11","Population estimates from 1926","2019","2019","054","54 years","1","Male","Number","30516"
"PEA11","Population estimates from 1926","2019","2019","054","54 years","2","Female","Number","31362"
"PEA11","Population estimates from 1926","2019","2019","055","55 years","-","Both sexes","Number","60270"
"PEA11","Population estimates from 1926","2019","2019","055","55 years","1","Male","Number","29678"
"PEA11","Population estimates from 1926","2019","2019","055","55 years","2","Female","Number","30592"
"PEA11","Population estimates from 1926","2019","2019","056","56 years","-","Both sexes","Number","58863"
"PEA11","Population estimates from 1926","2019","2019","056","56 years","1","Male","Number","28964"
"PEA11","Population estimates from 1926","2019","2019","056","56 years","2","Female","Number","29899"
"PEA11","Population estimates from 1926","2019","2019","057","57 years","-","Both sexes","Number","56978"
"PEA11","Population estimates from 1926","2019","2019","057","57 years","1","Male","Number","28218"
"PEA11","Population estimates from 1926","2019","2019","057","57 years","2","Female","Number","28760"
"PEA11","Population estimates from 1926","2019","2019","058","58 years","-","Both sexes","Number","57146"
"PEA11","Population estimates from 1926","2019","2019","058","58 years","1","Male","Number","28242"
"PEA11","Population estimates from 1926","2019","2019","058","58 years","2","Female","Number","28904"
"PEA11","Population estimates from 1926","2019","2019","059","59 years","-","Both sexes","Number","54840"
"PEA11","Population estimates from 1926","2019","2019","059","59 years","1","Male","Number","26966"
"PEA11","Population estimates from 1926","2019","2019","059","59 years","2","Female","Number","27874"
"PEA11","Population estimates from 1926","2019","2019","060","60 years","-","Both sexes","Number","54403"
"PEA11","Population estimates from 1926","2019","2019","060","60 years","1","Male","Number","27078"
"PEA11","Population estimates from 1926","2019","2019","060","60 years","2","Female","Number","27325"
"PEA11","Population estimates from 1926","2019","2019","061","61 years","-","Both sexes","Number","52136"
"PEA11","Population estimates from 1926","2019","2019","061","61 years","1","Male","Number","25718"
"PEA11","Population estimates from 1926","2019","2019","061","61 years","2","Female","Number","26418"
"PEA11","Population estimates from 1926","2019","2019","062","62 years","-","Both sexes","Number","50851"
"PEA11","Population estimates from 1926","2019","2019","062","62 years","1","Male","Number","25214"
"PEA11","Population estimates from 1926","2019","2019","062","62 years","2","Female","Number","25637"
"PEA11","Population estimates from 1926","2019","2019","063","63 years","-","Both sexes","Number","49549"
"PEA11","Population estimates from 1926","2019","2019","063","63 years","1","Male","Number","24565"
"PEA11","Population estimates from 1926","2019","2019","063","63 years","2","Female","Number","24984"
"PEA11","Population estimates from 1926","2019","2019","064","64 years","-","Both sexes","Number","48981"
"PEA11","Population estimates from 1926","2019","2019","064","64 years","1","Male","Number","24217"
"PEA11","Population estimates from 1926","2019","2019","064","64 years","2","Female","Number","24764"
"PEA11","Population estimates from 1926","2019","2019","065","65 years","-","Both sexes","Number","46903"
"PEA11","Population estimates from 1926","2019","2019","065","65 years","1","Male","Number","23207"
"PEA11","Population estimates from 1926","2019","2019","065","65 years","2","Female","Number","23696"
"PEA11","Population estimates from 1926","2019","2019","066","66 years","-","Both sexes","Number","46341"
"PEA11","Population estimates from 1926","2019","2019","066","66 years","1","Male","Number","22927"
"PEA11","Population estimates from 1926","2019","2019","066","66 years","2","Female","Number","23414"
"PEA11","Population estimates from 1926","2019","2019","067","67 years","-","Both sexes","Number","43950"
"PEA11","Population estimates from 1926","2019","2019","067","67 years","1","Male","Number","21794"
"PEA11","Population estimates from 1926","2019","2019","067","67 years","2","Female","Number","22156"
"PEA11","Population estimates from 1926","2019","2019","068","68 years","-","Both sexes","Number","42503"
"PEA11","Population estimates from 1926","2019","2019","068","68 years","1","Male","Number","21130"
"PEA11","Population estimates from 1926","2019","2019","068","68 years","2","Female","Number","21373"
"PEA11","Population estimates from 1926","2019","2019","069","69 years","-","Both sexes","Number","41944"
"PEA11","Population estimates from 1926","2019","2019","069","69 years","1","Male","Number","20487"
"PEA11","Population estimates from 1926","2019","2019","069","69 years","2","Female","Number","21457"
"PEA11","Population estimates from 1926","2019","2019","070","70 years","-","Both sexes","Number","40627"
"PEA11","Population estimates from 1926","2019","2019","070","70 years","1","Male","Number","20002"
"PEA11","Population estimates from 1926","2019","2019","070","70 years","2","Female","Number","20625"
"PEA11","Population estimates from 1926","2019","2019","071","71 years","-","Both sexes","Number","39350"
"PEA11","Population estimates from 1926","2019","2019","071","71 years","1","Male","Number","19441"
"PEA11","Population estimates from 1926","2019","2019","071","71 years","2","Female","Number","19909"
"PEA11","Population estimates from 1926","2019","2019","072","72 years","-","Both sexes","Number","37525"
"PEA11","Population estimates from 1926","2019","2019","072","72 years","1","Male","Number","18475"
"PEA11","Population estimates from 1926","2019","2019","072","72 years","2","Female","Number","19050"
"PEA11","Population estimates from 1926","2019","2019","073","73 years","-","Both sexes","Number","35789"
"PEA11","Population estimates from 1926","2019","2019","073","73 years","1","Male","Number","17479"
"PEA11","Population estimates from 1926","2019","2019","073","73 years","2","Female","Number","18310"
"PEA11","Population estimates from 1926","2019","2019","074","74 years","-","Both sexes","Number","33786"
"PEA11","Population estimates from 1926","2019","2019","074","74 years","1","Male","Number","15910"
"PEA11","Population estimates from 1926","2019","2019","074","74 years","2","Female","Number","17876"
"PEA11","Population estimates from 1926","2019","2019","075","75 years","-","Both sexes","Number","30367"
"PEA11","Population estimates from 1926","2019","2019","075","75 years","1","Male","Number","14720"
"PEA11","Population estimates from 1926","2019","2019","075","75 years","2","Female","Number","15647"
"PEA11","Population estimates from 1926","2019","2019","076","76 years","-","Both sexes","Number","27968"
"PEA11","Population estimates from 1926","2019","2019","076","76 years","1","Male","Number","13297"
"PEA11","Population estimates from 1926","2019","2019","076","76 years","2","Female","Number","14671"
"PEA11","Population estimates from 1926","2019","2019","077","77 years","-","Both sexes","Number","26685"
"PEA11","Population estimates from 1926","2019","2019","077","77 years","1","Male","Number","12704"
"PEA11","Population estimates from 1926","2019","2019","077","77 years","2","Female","Number","13981"
"PEA11","Population estimates from 1926","2019","2019","078","78 years","-","Both sexes","Number","22948"
"PEA11","Population estimates from 1926","2019","2019","078","78 years","1","Male","Number","10749"
"PEA11","Population estimates from 1926","2019","2019","078","78 years","2","Female","Number","12199"
"PEA11","Population estimates from 1926","2019","2019","079","79 years","-","Both sexes","Number","22322"
"PEA11","Population estimates from 1926","2019","2019","079","79 years","1","Male","Number","10422"
"PEA11","Population estimates from 1926","2019","2019","079","79 years","2","Female","Number","11900"
"PEA11","Population estimates from 1926","2019","2019","080","80 years","-","Both sexes","Number","20801"
"PEA11","Population estimates from 1926","2019","2019","080","80 years","1","Male","Number","9519"
"PEA11","Population estimates from 1926","2019","2019","080","80 years","2","Female","Number","11282"
"PEA11","Population estimates from 1926","2019","2019","081","81 years","-","Both sexes","Number","18763"
"PEA11","Population estimates from 1926","2019","2019","081","81 years","1","Male","Number","8426"
"PEA11","Population estimates from 1926","2019","2019","081","81 years","2","Female","Number","10337"
"PEA11","Population estimates from 1926","2019","2019","082","82 years","-","Both sexes","Number","17362"
"PEA11","Population estimates from 1926","2019","2019","082","82 years","1","Male","Number","7722"
"PEA11","Population estimates from 1926","2019","2019","082","82 years","2","Female","Number","9640"
"PEA11","Population estimates from 1926","2019","2019","083","83 years","-","Both sexes","Number","16190"
"PEA11","Population estimates from 1926","2019","2019","083","83 years","1","Male","Number","7043"
"PEA11","Population estimates from 1926","2019","2019","083","83 years","2","Female","Number","9147"
"PEA11","Population estimates from 1926","2019","2019","084","84 years","-","Both sexes","Number","15117"
"PEA11","Population estimates from 1926","2019","2019","084","84 years","1","Male","Number","6435"
"PEA11","Population estimates from 1926","2019","2019","084","84 years","2","Female","Number","8682"
"PEA11","Population estimates from 1926","2019","2019","085","85 years","-","Both sexes","Number","13110"
"PEA11","Population estimates from 1926","2019","2019","085","85 years","1","Male","Number","5477"
"PEA11","Population estimates from 1926","2019","2019","085","85 years","2","Female","Number","7633"
"PEA11","Population estimates from 1926","2019","2019","086","86 years","-","Both sexes","Number","10904"
"PEA11","Population estimates from 1926","2019","2019","086","86 years","1","Male","Number","4501"
"PEA11","Population estimates from 1926","2019","2019","086","86 years","2","Female","Number","6403"
"PEA11","Population estimates from 1926","2019","2019","087","87 years","-","Both sexes","Number","9501"
"PEA11","Population estimates from 1926","2019","2019","087","87 years","1","Male","Number","3751"
"PEA11","Population estimates from 1926","2019","2019","087","87 years","2","Female","Number","5750"
"PEA11","Population estimates from 1926","2019","2019","088","88 years","-","Both sexes","Number","8401"
"PEA11","Population estimates from 1926","2019","2019","088","88 years","1","Male","Number","3319"
"PEA11","Population estimates from 1926","2019","2019","088","88 years","2","Female","Number","5082"
"PEA11","Population estimates from 1926","2019","2019","089","89 years","-","Both sexes","Number","7368"
"PEA11","Population estimates from 1926","2019","2019","089","89 years","1","Male","Number","2713"
"PEA11","Population estimates from 1926","2019","2019","089","89 years","2","Female","Number","4655"
"PEA11","Population estimates from 1926","2019","2019","090","90 years","-","Both sexes","Number","6088"
"PEA11","Population estimates from 1926","2019","2019","090","90 years","1","Male","Number","1999"
"PEA11","Population estimates from 1926","2019","2019","090","90 years","2","Female","Number","4089"
"PEA11","Population estimates from 1926","2019","2019","091","91 years","-","Both sexes","Number","4824"
"PEA11","Population estimates from 1926","2019","2019","091","91 years","1","Male","Number","1536"
"PEA11","Population estimates from 1926","2019","2019","091","91 years","2","Female","Number","3288"
"PEA11","Population estimates from 1926","2019","2019","092","92 years","-","Both sexes","Number","3874"
"PEA11","Population estimates from 1926","2019","2019","092","92 years","1","Male","Number","1217"
"PEA11","Population estimates from 1926","2019","2019","092","92 years","2","Female","Number","2657"
"PEA11","Population estimates from 1926","2019","2019","093","93 years","-","Both sexes","Number","3030"
"PEA11","Population estimates from 1926","2019","2019","093","93 years","1","Male","Number","951"
"PEA11","Population estimates from 1926","2019","2019","093","93 years","2","Female","Number","2079"
"PEA11","Population estimates from 1926","2019","2019","094","94 years","-","Both sexes","Number","2546"
"PEA11","Population estimates from 1926","2019","2019","094","94 years","1","Male","Number","715"
"PEA11","Population estimates from 1926","2019","2019","094","94 years","2","Female","Number","1831"
"PEA11","Population estimates from 1926","2019","2019","095","95 years","-","Both sexes","Number","1316"
"PEA11","Population estimates from 1926","2019","2019","095","95 years","1","Male","Number","284"
"PEA11","Population estimates from 1926","2019","2019","095","95 years","2","Female","Number","1032"
"PEA11","Population estimates from 1926","2019","2019","096","96 years","-","Both sexes","Number","870"
"PEA11","Population estimates from 1926","2019","2019","096","96 years","1","Male","Number","230"
"PEA11","Population estimates from 1926","2019","2019","096","96 years","2","Female","Number","640"
"PEA11","Population estimates from 1926","2019","2019","097","97 years","-","Both sexes","Number","714"
"PEA11","Population estimates from 1926","2019","2019","097","97 years","1","Male","Number","181"
"PEA11","Population estimates from 1926","2019","2019","097","97 years","2","Female","Number","533"
"PEA11","Population estimates from 1926","2019","2019","098","98 years","-","Both sexes","Number","509"
"PEA11","Population estimates from 1926","2019","2019","098","98 years","1","Male","Number","130"
"PEA11","Population estimates from 1926","2019","2019","098","98 years","2","Female","Number","379"
"PEA11","Population estimates from 1926","2019","2019","646","99 years and over","-","Both sexes","Number","1076"
"PEA11","Population estimates from 1926","2019","2019","646","99 years and over","1","Male","Number","178"
"PEA11","Population estimates from 1926","2019","2019","646","99 years and over","2","Female","Number","898"
"PEA11","Population estimates from 1926","2020","2020","-","All ages","-","Both sexes","Number","5029875"
"PEA11","Population estimates from 1926","2020","2020","-","All ages","1","Male","Number","2491778"
"PEA11","Population estimates from 1926","2020","2020","-","All ages","2","Female","Number","2538097"
"PEA11","Population estimates from 1926","2020","2020","200","Under 1 year","-","Both sexes","Number","58167"
"PEA11","Population estimates from 1926","2020","2020","200","Under 1 year","1","Male","Number","29845"
"PEA11","Population estimates from 1926","2020","2020","200","Under 1 year","2","Female","Number","28322"
"PEA11","Population estimates from 1926","2020","2020","001","1 year","-","Both sexes","Number","59948"
"PEA11","Population estimates from 1926","2020","2020","001","1 year","1","Male","Number","30775"
"PEA11","Population estimates from 1926","2020","2020","001","1 year","2","Female","Number","29173"
"PEA11","Population estimates from 1926","2020","2020","002","2 years","-","Both sexes","Number","62394"
"PEA11","Population estimates from 1926","2020","2020","002","2 years","1","Male","Number","32266"
"PEA11","Population estimates from 1926","2020","2020","002","2 years","2","Female","Number","30128"
"PEA11","Population estimates from 1926","2020","2020","003","3 years","-","Both sexes","Number","64610"
"PEA11","Population estimates from 1926","2020","2020","003","3 years","1","Male","Number","33299"
"PEA11","Population estimates from 1926","2020","2020","003","3 years","2","Female","Number","31311"
"PEA11","Population estimates from 1926","2020","2020","004","4 years","-","Both sexes","Number","63589"
"PEA11","Population estimates from 1926","2020","2020","004","4 years","1","Male","Number","32568"
"PEA11","Population estimates from 1926","2020","2020","004","4 years","2","Female","Number","31021"
"PEA11","Population estimates from 1926","2020","2020","005","5 years","-","Both sexes","Number","65761"
"PEA11","Population estimates from 1926","2020","2020","005","5 years","1","Male","Number","33873"
"PEA11","Population estimates from 1926","2020","2020","005","5 years","2","Female","Number","31888"
"PEA11","Population estimates from 1926","2020","2020","006","6 years","-","Both sexes","Number","68312"
"PEA11","Population estimates from 1926","2020","2020","006","6 years","1","Male","Number","35152"
"PEA11","Population estimates from 1926","2020","2020","006","6 years","2","Female","Number","33160"
"PEA11","Population estimates from 1926","2020","2020","007","7 years","-","Both sexes","Number","69872"
"PEA11","Population estimates from 1926","2020","2020","007","7 years","1","Male","Number","35756"
"PEA11","Population estimates from 1926","2020","2020","007","7 years","2","Female","Number","34116"
"PEA11","Population estimates from 1926","2020","2020","008","8 years","-","Both sexes","Number","72428"
"PEA11","Population estimates from 1926","2020","2020","008","8 years","1","Male","Number","37182"
"PEA11","Population estimates from 1926","2020","2020","008","8 years","2","Female","Number","35246"
"PEA11","Population estimates from 1926","2020","2020","009","9 years","-","Both sexes","Number","73840"
"PEA11","Population estimates from 1926","2020","2020","009","9 years","1","Male","Number","37650"
"PEA11","Population estimates from 1926","2020","2020","009","9 years","2","Female","Number","36190"
"PEA11","Population estimates from 1926","2020","2020","010","10 years","-","Both sexes","Number","74085"
"PEA11","Population estimates from 1926","2020","2020","010","10 years","1","Male","Number","37947"
"PEA11","Population estimates from 1926","2020","2020","010","10 years","2","Female","Number","36138"
"PEA11","Population estimates from 1926","2020","2020","011","11 years","-","Both sexes","Number","73529"
"PEA11","Population estimates from 1926","2020","2020","011","11 years","1","Male","Number","37643"
"PEA11","Population estimates from 1926","2020","2020","011","11 years","2","Female","Number","35886"
"PEA11","Population estimates from 1926","2020","2020","012","12 years","-","Both sexes","Number","72540"
"PEA11","Population estimates from 1926","2020","2020","012","12 years","1","Male","Number","36981"
"PEA11","Population estimates from 1926","2020","2020","012","12 years","2","Female","Number","35559"
"PEA11","Population estimates from 1926","2020","2020","013","13 years","-","Both sexes","Number","68371"
"PEA11","Population estimates from 1926","2020","2020","013","13 years","1","Male","Number","35070"
"PEA11","Population estimates from 1926","2020","2020","013","13 years","2","Female","Number","33301"
"PEA11","Population estimates from 1926","2020","2020","014","14 years","-","Both sexes","Number","66205"
"PEA11","Population estimates from 1926","2020","2020","014","14 years","1","Male","Number","33936"
"PEA11","Population estimates from 1926","2020","2020","014","14 years","2","Female","Number","32269"
"PEA11","Population estimates from 1926","2020","2020","015","15 years","-","Both sexes","Number","66051"
"PEA11","Population estimates from 1926","2020","2020","015","15 years","1","Male","Number","33979"
"PEA11","Population estimates from 1926","2020","2020","015","15 years","2","Female","Number","32072"
"PEA11","Population estimates from 1926","2020","2020","016","16 years","-","Both sexes","Number","66505"
"PEA11","Population estimates from 1926","2020","2020","016","16 years","1","Male","Number","33768"
"PEA11","Population estimates from 1926","2020","2020","016","16 years","2","Female","Number","32737"
"PEA11","Population estimates from 1926","2020","2020","017","17 years","-","Both sexes","Number","65629"
"PEA11","Population estimates from 1926","2020","2020","017","17 years","1","Male","Number","33272"
"PEA11","Population estimates from 1926","2020","2020","017","17 years","2","Female","Number","32357"
"PEA11","Population estimates from 1926","2020","2020","018","18 years","-","Both sexes","Number","65313"
"PEA11","Population estimates from 1926","2020","2020","018","18 years","1","Male","Number","33028"
"PEA11","Population estimates from 1926","2020","2020","018","18 years","2","Female","Number","32285"
"PEA11","Population estimates from 1926","2020","2020","019","19 years","-","Both sexes","Number","63920"
"PEA11","Population estimates from 1926","2020","2020","019","19 years","1","Male","Number","32342"
"PEA11","Population estimates from 1926","2020","2020","019","19 years","2","Female","Number","31578"
"PEA11","Population estimates from 1926","2020","2020","020","20 years","-","Both sexes","Number","63509"
"PEA11","Population estimates from 1926","2020","2020","020","20 years","1","Male","Number","32422"
"PEA11","Population estimates from 1926","2020","2020","020","20 years","2","Female","Number","31087"
"PEA11","Population estimates from 1926","2020","2020","021","21 years","-","Both sexes","Number","63847"
"PEA11","Population estimates from 1926","2020","2020","021","21 years","1","Male","Number","32598"
"PEA11","Population estimates from 1926","2020","2020","021","21 years","2","Female","Number","31249"
"PEA11","Population estimates from 1926","2020","2020","022","22 years","-","Both sexes","Number","63739"
"PEA11","Population estimates from 1926","2020","2020","022","22 years","1","Male","Number","32570"
"PEA11","Population estimates from 1926","2020","2020","022","22 years","2","Female","Number","31169"
"PEA11","Population estimates from 1926","2020","2020","023","23 years","-","Both sexes","Number","60852"
"PEA11","Population estimates from 1926","2020","2020","023","23 years","1","Male","Number","31023"
"PEA11","Population estimates from 1926","2020","2020","023","23 years","2","Female","Number","29829"
"PEA11","Population estimates from 1926","2020","2020","024","24 years","-","Both sexes","Number","58558"
"PEA11","Population estimates from 1926","2020","2020","024","24 years","1","Male","Number","29808"
"PEA11","Population estimates from 1926","2020","2020","024","24 years","2","Female","Number","28750"
"PEA11","Population estimates from 1926","2020","2020","025","25 years","-","Both sexes","Number","58216"
"PEA11","Population estimates from 1926","2020","2020","025","25 years","1","Male","Number","29157"
"PEA11","Population estimates from 1926","2020","2020","025","25 years","2","Female","Number","29059"
"PEA11","Population estimates from 1926","2020","2020","026","26 years","-","Both sexes","Number","58152"
"PEA11","Population estimates from 1926","2020","2020","026","26 years","1","Male","Number","29082"
"PEA11","Population estimates from 1926","2020","2020","026","26 years","2","Female","Number","29070"
"PEA11","Population estimates from 1926","2020","2020","027","27 years","-","Both sexes","Number","58318"
"PEA11","Population estimates from 1926","2020","2020","027","27 years","1","Male","Number","29288"
"PEA11","Population estimates from 1926","2020","2020","027","27 years","2","Female","Number","29030"
"PEA11","Population estimates from 1926","2020","2020","028","28 years","-","Both sexes","Number","59654"
