"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V03371","Age Group","C02199V02655","Sex","C02542V03077","Inward or Outward Flow","UNIT","VALUE"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","4.6"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","1","Male","01","Net migration","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","2","Female","01","Net migration","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2017","2017","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","2.3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","-","Both sexes","01","Net migration","Thousand","44.4"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","51.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","96"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","1","Male","01","Net migration","Thousand","23.3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","24"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","1","Male","05","Immigrants: All origins","Thousand","47.3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","2","Female","01","Net migration","Thousand","21.1"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","27.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","-","All ages","2","Female","05","Immigrants: All origins","Thousand","48.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","6.4"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","5.3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","11.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","1","Male","01","Net migration","Thousand","3.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","5.9"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","2","Female","01","Net migration","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","5.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","12.9"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","11.8"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","24.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","1","Male","01","Net migration","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","5.2"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","11.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","2","Female","01","Net migration","Thousand","6.4"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","12.9"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","18.9"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","26.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","45.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","1","Male","01","Net migration","Thousand","9.6"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","12.9"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","22.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","2","Female","01","Net migration","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","13.8"
"PEA03","Estimated Migration (Persons in April)","2018","2018","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","23.1"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","3"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","6.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","9.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","1","Male","01","Net migration","Thousand","1.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","4.8"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","2","Female","01","Net migration","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","3.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","4.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","-","Both sexes","01","Net migration","Thousand","3.2"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","4.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","1","Male","01","Net migration","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","2","Female","01","Net migration","Thousand","1.5"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2018","2018","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","-","Both sexes","01","Net migration","Thousand","44"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","53.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","97.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","1","Male","01","Net migration","Thousand","22.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","26.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","1","Male","05","Immigrants: All origins","Thousand","49"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","2","Female","01","Net migration","Thousand","21.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","26.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","-","All ages","2","Female","05","Immigrants: All origins","Thousand","48.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","5.7"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","5.3"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","11.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","1","Male","01","Net migration","Thousand","3.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","6.3"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","2","Female","01","Net migration","Thousand","1.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","4.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","5.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","17.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","22.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","1","Male","01","Net migration","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","8.5"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","9.7"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","2","Female","01","Net migration","Thousand","3.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","8.7"
"PEA03","Estimated Migration (Persons in April)","2019","2019","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","12.5"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","23"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","25.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","48.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","1","Male","01","Net migration","Thousand","11.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","13.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","25.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","2","Female","01","Net migration","Thousand","11.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","12"
"PEA03","Estimated Migration (Persons in April)","2019","2019","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","23.1"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","7.4"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","10.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","1","Male","01","Net migration","Thousand","4"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","5.5"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","2","Female","01","Net migration","Thousand","3.4"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","1.9"
"PEA03","Estimated Migration (Persons in April)","2019","2019","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","5.3"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","-","Both sexes","01","Net migration","Thousand","2.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","4.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","1","Male","01","Net migration","Thousand","1.2"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.5"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","2","Female","01","Net migration","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.8"
"PEA03","Estimated Migration (Persons in April)","2019","2019","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","2.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","-","Both sexes","01","Net migration","Thousand","44.7"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","50.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","95.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","1","Male","01","Net migration","Thousand","21.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","25.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","1","Male","05","Immigrants: All origins","Thousand","46.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","2","Female","01","Net migration","Thousand","23.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","25.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","-","All ages","2","Female","05","Immigrants: All origins","Thousand","48.7"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","10.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","1","Male","01","Net migration","Thousand","2.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","5.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","2","Female","01","Net migration","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","3.8"
"PEA03","Estimated Migration (Persons in April)","2020","2020","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","5.1"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","15.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","22"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","1","Male","01","Net migration","Thousand","3.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","6.6"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","9.8"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","2","Female","01","Net migration","Thousand","3.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","8.8"
"PEA03","Estimated Migration (Persons in April)","2020","2020","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","12.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","25"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","26"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","51"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","1","Male","01","Net migration","Thousand","12"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","14"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","25.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","2","Female","01","Net migration","Thousand","13"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","12"
"PEA03","Estimated Migration (Persons in April)","2020","2020","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","25.1"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","6.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","9.3"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","1","Male","01","Net migration","Thousand","2.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","1.8"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","4.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","2","Female","01","Net migration","Thousand","4.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","0.7"
"PEA03","Estimated Migration (Persons in April)","2020","2020","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","5.1"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","-","Both sexes","01","Net migration","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","0.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","1","Male","01","Net migration","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.5"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","2","Female","01","Net migration","Thousand","0.9"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","0.3"
"PEA03","Estimated Migration (Persons in April)","2020","2020","575","65 years and over","2","Female","05","Immigrants: All origins","Thousand","1.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","-","Both sexes","01","Net migration","Thousand","21.8"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","-","Both sexes","04","Emigrants: All destinations","Thousand","52.3"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","-","Both sexes","05","Immigrants: All origins","Thousand","74.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","1","Male","01","Net migration","Thousand","10.8"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","1","Male","04","Emigrants: All destinations","Thousand","25.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","1","Male","05","Immigrants: All origins","Thousand","36.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","2","Female","01","Net migration","Thousand","11"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","2","Female","04","Emigrants: All destinations","Thousand","26.9"
"PEA03","Estimated Migration (Persons in April)","2021","2021","-","All ages","2","Female","05","Immigrants: All origins","Thousand","37.9"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","-","Both sexes","01","Net migration","Thousand","2.8"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","-","Both sexes","04","Emigrants: All destinations","Thousand","4.7"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","-","Both sexes","05","Immigrants: All origins","Thousand","7.5"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","1","Male","01","Net migration","Thousand","0.6"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","1","Male","04","Emigrants: All destinations","Thousand","2.7"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","1","Male","05","Immigrants: All origins","Thousand","3.3"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","2","Female","01","Net migration","Thousand","2.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","2","Female","04","Emigrants: All destinations","Thousand","2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","215","0 - 14 years","2","Female","05","Immigrants: All origins","Thousand","4.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","-","Both sexes","01","Net migration","Thousand","-5.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","-","Both sexes","04","Emigrants: All destinations","Thousand","19.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","-","Both sexes","05","Immigrants: All origins","Thousand","13.7"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","1","Male","01","Net migration","Thousand","-2.9"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","1","Male","04","Emigrants: All destinations","Thousand","8.9"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","1","Male","05","Immigrants: All origins","Thousand","6"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","2","Female","01","Net migration","Thousand","-2.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","2","Female","04","Emigrants: All destinations","Thousand","10.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","310","15 - 24 years","2","Female","05","Immigrants: All origins","Thousand","7.7"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","-","Both sexes","01","Net migration","Thousand","19.6"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","-","Both sexes","04","Emigrants: All destinations","Thousand","19.8"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","-","Both sexes","05","Immigrants: All origins","Thousand","39.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","1","Male","01","Net migration","Thousand","7.9"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","1","Male","04","Emigrants: All destinations","Thousand","10.3"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","1","Male","05","Immigrants: All origins","Thousand","18.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","2","Female","01","Net migration","Thousand","11.7"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","2","Female","04","Emigrants: All destinations","Thousand","9.5"
"PEA03","Estimated Migration (Persons in April)","2021","2021","420","25 - 44 years","2","Female","05","Immigrants: All origins","Thousand","21.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","-","Both sexes","01","Net migration","Thousand","4.8"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","-","Both sexes","04","Emigrants: All destinations","Thousand","5.6"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","-","Both sexes","05","Immigrants: All origins","Thousand","10.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","1","Male","01","Net migration","Thousand","5.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","1","Male","04","Emigrants: All destinations","Thousand","2.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","1","Male","05","Immigrants: All origins","Thousand","7.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","2","Female","01","Net migration","Thousand","-0.3"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","2","Female","04","Emigrants: All destinations","Thousand","3.5"
"PEA03","Estimated Migration (Persons in April)","2021","2021","505","45 - 64 years","2","Female","05","Immigrants: All origins","Thousand","3.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","-","Both sexes","01","Net migration","Thousand","0"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","-","Both sexes","04","Emigrants: All destinations","Thousand","3.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","-","Both sexes","05","Immigrants: All origins","Thousand","3.1"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","1","Male","01","Net migration","Thousand","0.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","1","Male","04","Emigrants: All destinations","Thousand","1.4"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","1","Male","05","Immigrants: All origins","Thousand","1.6"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","2","Female","01","Net migration","Thousand","-0.2"
"PEA03","Estimated Migration (Persons in April)","2021","2021","575","65 years and over","2","Female","04","Emigrants: All destinations","Thousand","1.8"
