"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02076V02508","Age Group","C02199V02655","Sex","UNIT","VALUE"
"PEA01","Population Estimates (Persons in April)","2002","2002","320","15 years and over","2","Female","Thousand","1567.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","365","20 - 24 years","-","Both sexes","Thousand","328.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","365","20 - 24 years","1","Male","Thousand","165.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","365","20 - 24 years","2","Female","Thousand","163"
"PEA01","Population Estimates (Persons in April)","2002","2002","410","25 - 29 years","-","Both sexes","Thousand","312.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","410","25 - 29 years","1","Male","Thousand","156.1"
"PEA01","Population Estimates (Persons in April)","2002","2002","410","25 - 29 years","2","Female","Thousand","156.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","420","25 - 44 years","-","Both sexes","Thousand","1180.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","420","25 - 44 years","1","Male","Thousand","588.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","420","25 - 44 years","2","Female","Thousand","592"
"PEA01","Population Estimates (Persons in April)","2002","2002","440","30 - 34 years","-","Both sexes","Thousand","304.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","440","30 - 34 years","1","Male","Thousand","152.4"
"PEA01","Population Estimates (Persons in April)","2002","2002","440","30 - 34 years","2","Female","Thousand","152.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","460","35 - 39 years","-","Both sexes","Thousand","290.9"
"PEA01","Population Estimates (Persons in April)","2002","2002","460","35 - 39 years","1","Male","Thousand","144.5"
"PEA01","Population Estimates (Persons in April)","2002","2002","460","35 - 39 years","2","Female","Thousand","146.4"
"PEA01","Population Estimates (Persons in April)","2002","2002","475","40 - 44 years","-","Both sexes","Thousand","272"
"PEA01","Population Estimates (Persons in April)","2002","2002","475","40 - 44 years","1","Male","Thousand","135.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","475","40 - 44 years","2","Female","Thousand","136.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","495","45 - 49 years","-","Both sexes","Thousand","249.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","495","45 - 49 years","1","Male","Thousand","125"
"PEA01","Population Estimates (Persons in April)","2002","2002","495","45 - 49 years","2","Female","Thousand","124.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","505","45 - 64 years","-","Both sexes","Thousand","832"
"PEA01","Population Estimates (Persons in April)","2002","2002","505","45 - 64 years","1","Male","Thousand","419"
"PEA01","Population Estimates (Persons in April)","2002","2002","505","45 - 64 years","2","Female","Thousand","413.1"
"PEA01","Population Estimates (Persons in April)","2002","2002","515","50 - 54 years","-","Both sexes","Thousand","230.8"
"PEA01","Population Estimates (Persons in April)","2002","2002","515","50 - 54 years","1","Male","Thousand","116.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","515","50 - 54 years","2","Female","Thousand","114.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","530","55 - 59 years","-","Both sexes","Thousand","197.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","530","55 - 59 years","1","Male","Thousand","99.8"
"PEA01","Population Estimates (Persons in April)","2002","2002","530","55 - 59 years","2","Female","Thousand","97.5"
"PEA01","Population Estimates (Persons in April)","2002","2002","550","60 - 64 years","-","Both sexes","Thousand","154.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","550","60 - 64 years","1","Male","Thousand","77.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","550","60 - 64 years","2","Female","Thousand","76.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","565","65 - 69 years","-","Both sexes","Thousand","133.5"
"PEA01","Population Estimates (Persons in April)","2002","2002","565","65 - 69 years","1","Male","Thousand","65.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","565","65 - 69 years","2","Female","Thousand","68.2"
"PEA01","Population Estimates (Persons in April)","2002","2002","575","65 years and over","-","Both sexes","Thousand","436"
"PEA01","Population Estimates (Persons in April)","2002","2002","575","65 years and over","1","Male","Thousand","189.2"
"PEA01","Population Estimates (Persons in April)","2002","2002","575","65 years and over","2","Female","Thousand","246.8"
"PEA01","Population Estimates (Persons in April)","2002","2002","580","70 - 74 years","-","Both sexes","Thousand","112.1"
"PEA01","Population Estimates (Persons in April)","2002","2002","580","70 - 74 years","1","Male","Thousand","51.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","580","70 - 74 years","2","Female","Thousand","60.4"
"PEA01","Population Estimates (Persons in April)","2002","2002","595","75 - 79 years","-","Both sexes","Thousand","89.8"
"PEA01","Population Estimates (Persons in April)","2002","2002","595","75 - 79 years","1","Male","Thousand","37.4"
"PEA01","Population Estimates (Persons in April)","2002","2002","595","75 - 79 years","2","Female","Thousand","52.4"
"PEA01","Population Estimates (Persons in April)","2002","2002","610","80 - 84 years","-","Both sexes","Thousand","58.9"
"PEA01","Population Estimates (Persons in April)","2002","2002","610","80 - 84 years","1","Male","Thousand","22.3"
"PEA01","Population Estimates (Persons in April)","2002","2002","610","80 - 84 years","2","Female","Thousand","36.6"
"PEA01","Population Estimates (Persons in April)","2002","2002","630","85 years and over","-","Both sexes","Thousand","41.7"
"PEA01","Population Estimates (Persons in April)","2002","2002","630","85 years and over","1","Male","Thousand","12.5"
"PEA01","Population Estimates (Persons in April)","2002","2002","630","85 years and over","2","Female","Thousand","29.2"
"PEA01","Population Estimates (Persons in April)","2002","2002","-","All ages","-","Both sexes","Thousand","3917.2"
"PEA01","Population Estimates (Persons in April)","2002","2002","-","All ages","1","Male","Thousand","1946.2"
"PEA01","Population Estimates (Persons in April)","2002","2002","-","All ages","2","Female","Thousand","1971"
"PEA01","Population Estimates (Persons in April)","2003","2003","200","Under 1 year","-","Both sexes","Thousand","60.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","200","Under 1 year","1","Male","Thousand","31"
"PEA01","Population Estimates (Persons in April)","2003","2003","200","Under 1 year","2","Female","Thousand","29.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","205","0 - 4 years","-","Both sexes","Thousand","284.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","205","0 - 4 years","1","Male","Thousand","145.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","205","0 - 4 years","2","Female","Thousand","138.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","215","0 - 14 years","-","Both sexes","Thousand","834.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","215","0 - 14 years","1","Male","Thousand","427.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","215","0 - 14 years","2","Female","Thousand","407.1"
"PEA01","Population Estimates (Persons in April)","2003","2003","225","1 - 4 years","-","Both sexes","Thousand","223.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","225","1 - 4 years","1","Male","Thousand","114.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","225","1 - 4 years","2","Female","Thousand","109.5"
"PEA01","Population Estimates (Persons in April)","2003","2003","245","5 - 9 years","-","Both sexes","Thousand","268.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","245","5 - 9 years","1","Male","Thousand","137.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","245","5 - 9 years","2","Female","Thousand","130.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","265","10 - 14 years","-","Both sexes","Thousand","281.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","265","10 - 14 years","1","Male","Thousand","144.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","265","10 - 14 years","2","Female","Thousand","137.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","300","15 - 19 years","-","Both sexes","Thousand","304.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","300","15 - 19 years","1","Male","Thousand","155.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","300","15 - 19 years","2","Female","Thousand","148.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","310","15 - 24 years","-","Both sexes","Thousand","638.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","310","15 - 24 years","1","Male","Thousand","322.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","310","15 - 24 years","2","Female","Thousand","315.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","320","15 years and over","-","Both sexes","Thousand","3145.2"
"PEA01","Population Estimates (Persons in April)","2003","2003","320","15 years and over","1","Male","Thousand","1549.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","320","15 years and over","2","Female","Thousand","1596"
"PEA01","Population Estimates (Persons in April)","2003","2003","365","20 - 24 years","-","Both sexes","Thousand","334"
"PEA01","Population Estimates (Persons in April)","2003","2003","365","20 - 24 years","1","Male","Thousand","167"
"PEA01","Population Estimates (Persons in April)","2003","2003","365","20 - 24 years","2","Female","Thousand","167"
"PEA01","Population Estimates (Persons in April)","2003","2003","410","25 - 29 years","-","Both sexes","Thousand","317.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","410","25 - 29 years","1","Male","Thousand","158.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","410","25 - 29 years","2","Female","Thousand","158.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","420","25 - 44 years","-","Both sexes","Thousand","1209.1"
"PEA01","Population Estimates (Persons in April)","2003","2003","420","25 - 44 years","1","Male","Thousand","603.1"
"PEA01","Population Estimates (Persons in April)","2003","2003","420","25 - 44 years","2","Female","Thousand","606"
"PEA01","Population Estimates (Persons in April)","2003","2003","440","30 - 34 years","-","Both sexes","Thousand","316.1"
"PEA01","Population Estimates (Persons in April)","2003","2003","440","30 - 34 years","1","Male","Thousand","158.2"
"PEA01","Population Estimates (Persons in April)","2003","2003","440","30 - 34 years","2","Female","Thousand","157.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","460","35 - 39 years","-","Both sexes","Thousand","296.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","460","35 - 39 years","1","Male","Thousand","147.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","460","35 - 39 years","2","Female","Thousand","149"
"PEA01","Population Estimates (Persons in April)","2003","2003","475","40 - 44 years","-","Both sexes","Thousand","279.2"
"PEA01","Population Estimates (Persons in April)","2003","2003","475","40 - 44 years","1","Male","Thousand","138.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","475","40 - 44 years","2","Female","Thousand","140.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","495","45 - 49 years","-","Both sexes","Thousand","253.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","495","45 - 49 years","1","Male","Thousand","126.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","495","45 - 49 years","2","Female","Thousand","126.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","505","45 - 64 years","-","Both sexes","Thousand","855.5"
"PEA01","Population Estimates (Persons in April)","2003","2003","505","45 - 64 years","1","Male","Thousand","430.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","505","45 - 64 years","2","Female","Thousand","424.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","515","50 - 54 years","-","Both sexes","Thousand","235.1"
"PEA01","Population Estimates (Persons in April)","2003","2003","515","50 - 54 years","1","Male","Thousand","118.5"
"PEA01","Population Estimates (Persons in April)","2003","2003","515","50 - 54 years","2","Female","Thousand","116.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","530","55 - 59 years","-","Both sexes","Thousand","206.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","530","55 - 59 years","1","Male","Thousand","104.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","530","55 - 59 years","2","Female","Thousand","101.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","550","60 - 64 years","-","Both sexes","Thousand","160.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","550","60 - 64 years","1","Male","Thousand","80.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","550","60 - 64 years","2","Female","Thousand","79.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","565","65 - 69 years","-","Both sexes","Thousand","135"
"PEA01","Population Estimates (Persons in April)","2003","2003","565","65 - 69 years","1","Male","Thousand","66"
"PEA01","Population Estimates (Persons in April)","2003","2003","565","65 - 69 years","2","Female","Thousand","69"
"PEA01","Population Estimates (Persons in April)","2003","2003","575","65 years and over","-","Both sexes","Thousand","441.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","575","65 years and over","1","Male","Thousand","192.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","575","65 years and over","2","Female","Thousand","249.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","580","70 - 74 years","-","Both sexes","Thousand","113.8"
"PEA01","Population Estimates (Persons in April)","2003","2003","580","70 - 74 years","1","Male","Thousand","53.2"
"PEA01","Population Estimates (Persons in April)","2003","2003","580","70 - 74 years","2","Female","Thousand","60.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","595","75 - 79 years","-","Both sexes","Thousand","89.5"
"PEA01","Population Estimates (Persons in April)","2003","2003","595","75 - 79 years","1","Male","Thousand","37.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","595","75 - 79 years","2","Female","Thousand","52.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","610","80 - 84 years","-","Both sexes","Thousand","61.7"
"PEA01","Population Estimates (Persons in April)","2003","2003","610","80 - 84 years","1","Male","Thousand","23.4"
"PEA01","Population Estimates (Persons in April)","2003","2003","610","80 - 84 years","2","Female","Thousand","38.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","630","85 years and over","-","Both sexes","Thousand","41.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","630","85 years and over","1","Male","Thousand","12.6"
"PEA01","Population Estimates (Persons in April)","2003","2003","630","85 years and over","2","Female","Thousand","29.3"
"PEA01","Population Estimates (Persons in April)","2003","2003","-","All ages","-","Both sexes","Thousand","3979.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","-","All ages","1","Male","Thousand","1976.9"
"PEA01","Population Estimates (Persons in April)","2003","2003","-","All ages","2","Female","Thousand","2002.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","200","Under 1 year","-","Both sexes","Thousand","61.6"
"PEA01","Population Estimates (Persons in April)","2004","2004","200","Under 1 year","1","Male","Thousand","31.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","200","Under 1 year","2","Female","Thousand","30.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","205","0 - 4 years","-","Both sexes","Thousand","290.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","205","0 - 4 years","1","Male","Thousand","148.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","205","0 - 4 years","2","Female","Thousand","142"
"PEA01","Population Estimates (Persons in April)","2004","2004","215","0 - 14 years","-","Both sexes","Thousand","843.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","215","0 - 14 years","1","Male","Thousand","432.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","215","0 - 14 years","2","Female","Thousand","411.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","225","1 - 4 years","-","Both sexes","Thousand","229.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","225","1 - 4 years","1","Male","Thousand","117.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","225","1 - 4 years","2","Female","Thousand","111.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","245","5 - 9 years","-","Both sexes","Thousand","274.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","245","5 - 9 years","1","Male","Thousand","141.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","245","5 - 9 years","2","Female","Thousand","133.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","265","10 - 14 years","-","Both sexes","Thousand","278.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","265","10 - 14 years","1","Male","Thousand","142.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","265","10 - 14 years","2","Female","Thousand","135.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","300","15 - 19 years","-","Both sexes","Thousand","298.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","300","15 - 19 years","1","Male","Thousand","152.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","300","15 - 19 years","2","Female","Thousand","145.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","310","15 - 24 years","-","Both sexes","Thousand","634.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","310","15 - 24 years","1","Male","Thousand","320.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","310","15 - 24 years","2","Female","Thousand","313.6"
"PEA01","Population Estimates (Persons in April)","2004","2004","320","15 years and over","-","Both sexes","Thousand","3201.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","320","15 years and over","1","Male","Thousand","1579.3"
"PEA01","Population Estimates (Persons in April)","2004","2004","320","15 years and over","2","Female","Thousand","1622.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","365","20 - 24 years","-","Both sexes","Thousand","336.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","365","20 - 24 years","1","Male","Thousand","168.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","365","20 - 24 years","2","Female","Thousand","167.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","410","25 - 29 years","-","Both sexes","Thousand","325.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","410","25 - 29 years","1","Male","Thousand","162.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","410","25 - 29 years","2","Female","Thousand","162.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","420","25 - 44 years","-","Both sexes","Thousand","1240"
"PEA01","Population Estimates (Persons in April)","2004","2004","420","25 - 44 years","1","Male","Thousand","619.6"
"PEA01","Population Estimates (Persons in April)","2004","2004","420","25 - 44 years","2","Female","Thousand","620.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","440","30 - 34 years","-","Both sexes","Thousand","325.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","440","30 - 34 years","1","Male","Thousand","161.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","440","30 - 34 years","2","Female","Thousand","163.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","460","35 - 39 years","-","Both sexes","Thousand","303.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","460","35 - 39 years","1","Male","Thousand","152.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","460","35 - 39 years","2","Female","Thousand","151.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","475","40 - 44 years","-","Both sexes","Thousand","286"
"PEA01","Population Estimates (Persons in April)","2004","2004","475","40 - 44 years","1","Male","Thousand","142.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","475","40 - 44 years","2","Female","Thousand","143.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","495","45 - 49 years","-","Both sexes","Thousand","259.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","495","45 - 49 years","1","Male","Thousand","129.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","495","45 - 49 years","2","Female","Thousand","129.6"
"PEA01","Population Estimates (Persons in April)","2004","2004","505","45 - 64 years","-","Both sexes","Thousand","877.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","505","45 - 64 years","1","Male","Thousand","442"
"PEA01","Population Estimates (Persons in April)","2004","2004","505","45 - 64 years","2","Female","Thousand","435.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","515","50 - 54 years","-","Both sexes","Thousand","238.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","515","50 - 54 years","1","Male","Thousand","120.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","515","50 - 54 years","2","Female","Thousand","118"
"PEA01","Population Estimates (Persons in April)","2004","2004","530","55 - 59 years","-","Both sexes","Thousand","213.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","530","55 - 59 years","1","Male","Thousand","108.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","530","55 - 59 years","2","Female","Thousand","105.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","550","60 - 64 years","-","Both sexes","Thousand","166"
"PEA01","Population Estimates (Persons in April)","2004","2004","550","60 - 64 years","1","Male","Thousand","83.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","550","60 - 64 years","2","Female","Thousand","82.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","565","65 - 69 years","-","Both sexes","Thousand","137.5"
"PEA01","Population Estimates (Persons in April)","2004","2004","565","65 - 69 years","1","Male","Thousand","67.3"
"PEA01","Population Estimates (Persons in April)","2004","2004","565","65 - 69 years","2","Female","Thousand","70.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","575","65 years and over","-","Both sexes","Thousand","449.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","575","65 years and over","1","Male","Thousand","196.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","575","65 years and over","2","Female","Thousand","252.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","580","70 - 74 years","-","Both sexes","Thousand","115.7"
"PEA01","Population Estimates (Persons in April)","2004","2004","580","70 - 74 years","1","Male","Thousand","54.6"
"PEA01","Population Estimates (Persons in April)","2004","2004","580","70 - 74 years","2","Female","Thousand","61.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","595","75 - 79 years","-","Both sexes","Thousand","90"
"PEA01","Population Estimates (Persons in April)","2004","2004","595","75 - 79 years","1","Male","Thousand","37.8"
"PEA01","Population Estimates (Persons in April)","2004","2004","595","75 - 79 years","2","Female","Thousand","52.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","610","80 - 84 years","-","Both sexes","Thousand","63.1"
"PEA01","Population Estimates (Persons in April)","2004","2004","610","80 - 84 years","1","Male","Thousand","23.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","610","80 - 84 years","2","Female","Thousand","39.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","630","85 years and over","-","Both sexes","Thousand","43.4"
"PEA01","Population Estimates (Persons in April)","2004","2004","630","85 years and over","1","Male","Thousand","13.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","630","85 years and over","2","Female","Thousand","30.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","-","All ages","-","Both sexes","Thousand","4045.2"
"PEA01","Population Estimates (Persons in April)","2004","2004","-","All ages","1","Male","Thousand","2011.9"
"PEA01","Population Estimates (Persons in April)","2004","2004","-","All ages","2","Female","Thousand","2033.3"
"PEA01","Population Estimates (Persons in April)","2005","2005","200","Under 1 year","-","Both sexes","Thousand","61"
"PEA01","Population Estimates (Persons in April)","2005","2005","200","Under 1 year","1","Male","Thousand","31.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","200","Under 1 year","2","Female","Thousand","29.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","205","0 - 4 years","-","Both sexes","Thousand","296.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","205","0 - 4 years","1","Male","Thousand","151.7"
"PEA01","Population Estimates (Persons in April)","2005","2005","205","0 - 4 years","2","Female","Thousand","144.9"
"PEA01","Population Estimates (Persons in April)","2005","2005","215","0 - 14 years","-","Both sexes","Thousand","853.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","215","0 - 14 years","1","Male","Thousand","438"
"PEA01","Population Estimates (Persons in April)","2005","2005","215","0 - 14 years","2","Female","Thousand","415.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","225","1 - 4 years","-","Both sexes","Thousand","235.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","225","1 - 4 years","1","Male","Thousand","120.2"
"PEA01","Population Estimates (Persons in April)","2005","2005","225","1 - 4 years","2","Female","Thousand","115.3"
"PEA01","Population Estimates (Persons in April)","2005","2005","245","5 - 9 years","-","Both sexes","Thousand","280.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","245","5 - 9 years","1","Male","Thousand","144.3"
"PEA01","Population Estimates (Persons in April)","2005","2005","245","5 - 9 years","2","Female","Thousand","136.3"
"PEA01","Population Estimates (Persons in April)","2005","2005","265","10 - 14 years","-","Both sexes","Thousand","276.3"
"PEA01","Population Estimates (Persons in April)","2005","2005","265","10 - 14 years","1","Male","Thousand","142"
"PEA01","Population Estimates (Persons in April)","2005","2005","265","10 - 14 years","2","Female","Thousand","134.4"
"PEA01","Population Estimates (Persons in April)","2005","2005","300","15 - 19 years","-","Both sexes","Thousand","292.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","300","15 - 19 years","1","Male","Thousand","149.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","300","15 - 19 years","2","Female","Thousand","143"
"PEA01","Population Estimates (Persons in April)","2005","2005","310","15 - 24 years","-","Both sexes","Thousand","632.2"
"PEA01","Population Estimates (Persons in April)","2005","2005","310","15 - 24 years","1","Male","Thousand","319.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","310","15 - 24 years","2","Female","Thousand","312.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","320","15 years and over","-","Both sexes","Thousand","3280.4"
"PEA01","Population Estimates (Persons in April)","2005","2005","320","15 years and over","1","Male","Thousand","1623.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","320","15 years and over","2","Female","Thousand","1656.7"
"PEA01","Population Estimates (Persons in April)","2005","2005","365","20 - 24 years","-","Both sexes","Thousand","339.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","365","20 - 24 years","1","Male","Thousand","170"
"PEA01","Population Estimates (Persons in April)","2005","2005","365","20 - 24 years","2","Female","Thousand","169.5"
"PEA01","Population Estimates (Persons in April)","2005","2005","410","25 - 29 years","-","Both sexes","Thousand","345.2"
"PEA01","Population Estimates (Persons in April)","2005","2005","410","25 - 29 years","1","Male","Thousand","174.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","410","25 - 29 years","2","Female","Thousand","171.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","420","25 - 44 years","-","Both sexes","Thousand","1287.2"
"PEA01","Population Estimates (Persons in April)","2005","2005","420","25 - 44 years","1","Male","Thousand","647.7"
"PEA01","Population Estimates (Persons in April)","2005","2005","420","25 - 44 years","2","Female","Thousand","639.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","440","30 - 34 years","-","Both sexes","Thousand","335.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","440","30 - 34 years","1","Male","Thousand","168.7"
"PEA01","Population Estimates (Persons in April)","2005","2005","440","30 - 34 years","2","Female","Thousand","167"
"PEA01","Population Estimates (Persons in April)","2005","2005","460","35 - 39 years","-","Both sexes","Thousand","312.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","460","35 - 39 years","1","Male","Thousand","157.8"
"PEA01","Population Estimates (Persons in April)","2005","2005","460","35 - 39 years","2","Female","Thousand","154.4"
"PEA01","Population Estimates (Persons in April)","2005","2005","475","40 - 44 years","-","Both sexes","Thousand","294.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","475","40 - 44 years","1","Male","Thousand","147.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","475","40 - 44 years","2","Female","Thousand","147.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","495","45 - 49 years","-","Both sexes","Thousand","265.4"
"PEA01","Population Estimates (Persons in April)","2005","2005","495","45 - 49 years","1","Male","Thousand","132.9"
"PEA01","Population Estimates (Persons in April)","2005","2005","495","45 - 49 years","2","Female","Thousand","132.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","505","45 - 64 years","-","Both sexes","Thousand","902"
"PEA01","Population Estimates (Persons in April)","2005","2005","505","45 - 64 years","1","Male","Thousand","454.4"
"PEA01","Population Estimates (Persons in April)","2005","2005","505","45 - 64 years","2","Female","Thousand","447.6"
"PEA01","Population Estimates (Persons in April)","2005","2005","515","50 - 54 years","-","Both sexes","Thousand","243.1"
"PEA01","Population Estimates (Persons in April)","2005","2005","515","50 - 54 years","1","Male","Thousand","122.9"
