COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2018,2018,1.600728501,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2019,2019,1.604227754,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2020,2020,1.250617013,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-GDP,First registrations of passenger cars per one million units of current USD GDP,2021,2021,0.637200165,B,Break
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2013,2013,1.492594386,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2014,2014,1.607042641,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2015,2015,1.726833267,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2016,2016,1.001142005,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2017,2017,0.90270097,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2018,2018,0.951022174,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2019,2019,1.022891389,,
SVK,Slovak Republic,IND-EQUI-NEWREG-2WHEELERS-PC,First registrations of motorised two-wheelers per one thousand inhabitants,2020,2020,0.994536006,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2000,2000,0.050475809,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2001,2001,0.060607559,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2002,2002,0.065279104,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2003,2003,0.061786133,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2004,2004,0.061798715,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2005,2005,0.066631837,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2007,2007,0.09228556,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2008,2008,0.160989494,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2009,2009,0.187509074,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2010,2010,0.151722327,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2011,2011,0.112441056,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2012,2012,0.105407614,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2013,2013,0.093287149,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2014,2014,0.12678437,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2015,2015,0.122054626,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2016,2016,0.067761681,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2017,2017,0.073723643,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2018,2018,0.065359825,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2019,2019,0.056470792,,
SVK,Slovak Republic,IND-EQUI-NEWREG-BUS-PC,First registrations of buses per one thousand inhabitants,2020,2020,0.054407293,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2000,2000,10.08625425,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2001,2001,12.41134983,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2002,2002,12.5161059,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2003,2003,12.87831444,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2004,2004,13.39356847,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2005,2005,18.47842292,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2006,2006,11.97028729,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2007,2007,27.21903047,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2008,2008,28.22223912,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2009,2009,27.54526859,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2010,2010,23.49340472,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2011,2011,24.22428638,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2012,2012,24.19160219,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2013,2013,21.03597503,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2014,2014,23.21851812,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2015,2015,25.3975026,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2016,2016,27.96458274,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2017,2017,30.45503483,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2018,2018,31.19242575,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2019,2019,31.09248797,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2020,2020,24.45159006,,
SVK,Slovak Republic,IND-EQUI-NEWREG-PASSCAR-PC,First registrations of passenger cars per one thousand inhabitants,2021,2021,13.88003885,B,Break
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2000,2000,0.169056845,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2001,2001,0.260277861,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2002,2002,0.28324808,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2003,2003,0.463954305,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2004,2004,0.464048784,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2005,2005,0.561345308,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2007,2007,0.806196231,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2008,2008,0.61532936,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2009,2009,0.314124112,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2010,2010,0.551430901,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2011,2011,0.788198839,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2012,2012,0.751907647,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2013,2013,0.857687591,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2014,2014,0.808319565,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2015,2015,0.956156024,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2016,2016,0.651837907,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2017,2017,0.583905963,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2018,2018,0.564003884,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2019,2019,0.639330036,,
SVK,Slovak Republic,IND-EQUI-NEWREG-ROADTRACTOR-PC,First registrations of road tractors per one thousand inhabitants,2020,2020,0.23411623,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2002,2002,2.154540509,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2003,2003,1.430435263,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2004,2004,1.168091282,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2005,2005,1.344341599,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2006,2006,1.347383857,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2007,2007,1.487348977,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2008,2008,1.470004325,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2009,2009,1.748703995,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2010,2010,1.887810042,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2011,2011,1.787050882,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2012,2012,1.998806591,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2013,2013,1.920577046,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2014,2014,1.916027817,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2015,2015,2.326717763,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2016,2016,2.316095384,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2017,2017,2.575207194,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2018,2018,2.416761123,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2019,2019,2.499098661,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2020,2020,2.612630056,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2021,2021,2.35498508,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-GDP,Motorised two-wheelers per one million units of current USD GDP,2022,2022,2.470468674,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2000,2000,0.111131846,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2001,2001,0.106002492,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2002,2002,0.093490574,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2003,2003,0.073897274,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2004,2004,0.065930326,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2005,2005,0.062285351,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2006,2006,0.057676631,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2007,2007,0.0484736,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2008,2008,0.042632205,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2009,2009,0.047342441,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2010,2010,0.04978402,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2011,2011,0.046952662,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2012,2012,0.051741395,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2013,2013,0.050913282,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2014,2014,0.05118288,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2015,2015,0.061033454,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2016,2016,0.059843559,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2017,2017,0.05725564,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2018,2018,0.052309169,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2019,2019,0.053081459,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2020,2020,0.043551282,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-GDP,Buses per one million units of current USD GDP,2021,2021,0.042721626,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2000,2000,42.68330248,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2001,2001,42.22314447,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2002,2002,38.08255079,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2003,2003,30.72064884,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2004,2004,27.13752089,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2005,2005,26.52204146,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2006,2006,24.83010635,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2007,2007,21.09791615,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2008,2008,18.73778636,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2009,2009,20.93939945,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2010,2010,22.02208575,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2011,2011,20.67497077,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2012,2012,22.88704396,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2013,2013,21.97212762,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2014,2014,21.36844243,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2015,2015,25.02434261,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2016,2016,24.49415395,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2017,2017,23.00793797,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2018,2018,21.09993874,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2019,2019,21.44923483,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2020,2020,21.7977984,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-GDP,Passenger cars per one million units of current USD GDP,2021,2021,19.47534458,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2000,2000,0.210978019,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2001,2001,0.219525269,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2002,2002,0.202988641,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2003,2003,0.167669202,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2004,2004,0.162050873,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2005,2005,0.171609261,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2006,2006,0.181566136,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2007,2007,0.180517352,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2008,2008,0.173379333,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2009,2009,0.175685148,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2010,2010,0.186399669,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2011,2011,0.177109628,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2012,2012,0.199923598,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2013,2013,0.199067834,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2014,2014,0.203251437,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2015,2015,0.262738466,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2016,2016,0.289969852,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2017,2017,0.294922112,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2018,2018,0.29399451,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2019,2019,0.308310515,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2020,2020,0.31286541,,
SVN,Slovenia,IND-EQUI-STOCK-ROADTRACTOR-GDP,Road tractors per one million units of current USD GDP,2021,2021,0.280200746,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2002,2002,25.37339624,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2003,2003,21.24131835,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2004,2004,20.13007433,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2005,2005,24.32973385,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2006,2006,26.50548018,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2007,2007,35.42550946,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2008,2008,40.56565129,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2009,2009,43.35409324,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2010,2010,44.42485367,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2011,2011,44.90504145,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2012,2012,45.25658931,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2013,2013,45.13986484,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2014,2014,46.45825857,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2015,2015,48.60552131,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2016,2016,50.20914829,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2017,2017,60.55348753,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2018,2018,63.13485646,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2019,2019,65.01674739,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2020,2020,66.74026443,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2021,2021,68.98081144,,
SVN,Slovenia,IND-EQUI-STOCK-2WHEELERS-PC,Motorised two-wheelers per one thousand inhabitants,2022,2022,72.77359095,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2000,2000,1.133778297,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2001,2001,1.110910314,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2002,2002,1.101011266,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2003,2003,1.097341177,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2004,2004,1.136197479,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2005,2005,1.127232846,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2006,2006,1.134603771,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2007,2007,1.154538725,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2008,2008,1.176461276,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2009,2009,1.173719854,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2010,2010,1.1715415,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2011,2011,1.179827196,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2012,2012,1.171518585,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2013,2013,1.196629243,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2014,2014,1.241040165,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2015,2015,1.274999019,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2016,2016,1.297310176,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2017,2017,1.346310567,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2018,2018,1.3665115,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2019,2019,1.38097142,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2020,2020,1.112527998,,
SVN,Slovenia,IND-EQUI-STOCK-BUS-PC,Buses per one thousand inhabitants,2021,2021,1.251376253,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2000,2000,435.4593562,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2001,2001,442.5002259,,
SVN,Slovenia,IND-EQUI-STOCK-PASSCAR-PC,Passenger cars per one thousand inhabitants,2002,2002,448.4871123,,
