"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C03946V04701","City & Legal Town","C03767V04516","Means of Travel","UNIT","VALUE"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","CP","Car passenger","Number","518"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","V","Van","Number","120"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","OTH","Other (incl. lorry)","Number","63"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","NS","Not stated","Number","101"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27014","Loughrea Legal Town","T","Total","Number","2840"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","F","On Foot","Number","450"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","BI","Bicycle","Number","25"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","BU","Bus, minibus or coach","Number","78"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","M","Motorcycle or scooter","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","CD","Car Driver","Number","675"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","CP","Car passenger","Number","273"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","V","Van","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","OTH","Other (incl. lorry)","Number","38"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","NS","Not stated","Number","52"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W27028","Tuam Legal Town","T","Total","Number","1644"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","F","On Foot","Number","1061"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","BI","Bicycle","Number","80"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","BU","Bus, minibus or coach","Number","455"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","TDL","Train, DART or LUAS","Number","13"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","M","Motorcycle or scooter","Number","7"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","CD","Car Driver","Number","2356"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","CP","Car passenger","Number","1179"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","V","Van","Number","242"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","OTH","Other (incl. lorry)","Number","101"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","NS","Not stated","Number","183"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29001","Ballina Legal Town","T","Total","Number","5677"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","F","On Foot","Number","1426"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","BI","Bicycle","Number","104"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","BU","Bus, minibus or coach","Number","205"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","TDL","Train, DART or LUAS","Number","13"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","M","Motorcycle or scooter","Number","9"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","CD","Car Driver","Number","2777"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","CP","Car passenger","Number","1347"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","V","Van","Number","253"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","OTH","Other (incl. lorry)","Number","134"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","NS","Not stated","Number","138"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29011","Castlebar Legal Town","T","Total","Number","6406"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","F","On Foot","Number","778"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","BI","Bicycle","Number","46"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","BU","Bus, minibus or coach","Number","116"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","TDL","Train, DART or LUAS","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","CD","Car Driver","Number","1348"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","CP","Car passenger","Number","472"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","V","Van","Number","123"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","OTH","Other (incl. lorry)","Number","72"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","NS","Not stated","Number","65"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W29021","Westport Legal Town","T","Total","Number","3032"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","F","On Foot","Number","225"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","BI","Bicycle","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","BU","Bus, minibus or coach","Number","18"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","TDL","Train, DART or LUAS","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","CD","Car Driver","Number","233"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","CP","Car passenger","Number","93"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","V","Van","Number","37"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","OTH","Other (incl. lorry)","Number","29"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","NS","Not stated","Number","21"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W30004","Boyle Legal Town","T","Total","Number","666"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","F","On Foot","Number","3633"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","BI","Bicycle","Number","218"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","BU","Bus, minibus or coach","Number","308"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","TDL","Train, DART or LUAS","Number","30"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","M","Motorcycle or scooter","Number","29"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","CD","Car Driver","Number","3515"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","CP","Car passenger","Number","1703"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","V","Van","Number","219"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","OTH","Other (incl. lorry)","Number","156"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","NS","Not stated","Number","492"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W31004","Sligo Legal Town","T","Total","Number","10303"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","F","On Foot","Number","486"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","BI","Bicycle","Number","16"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","BU","Bus, minibus or coach","Number","173"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","CD","Car Driver","Number","540"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","CP","Car passenger","Number","420"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","V","Van","Number","67"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","OTH","Other (incl. lorry)","Number","32"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","NS","Not stated","Number","91"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32009","Cavan Legal Town","T","Total","Number","1825"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","F","On Foot","Number","105"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","BI","Bicycle","Number","3"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","BU","Bus, minibus or coach","Number","35"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","CD","Car Driver","Number","296"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","CP","Car passenger","Number","141"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","V","Van","Number","21"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","OTH","Other (incl. lorry)","Number","33"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","NS","Not stated","Number","38"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32013","Belturbet Legal Town","T","Total","Number","673"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","F","On Foot","Number","176"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","BI","Bicycle","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","BU","Bus, minibus or coach","Number","79"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","CD","Car Driver","Number","356"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","CP","Car passenger","Number","137"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","V","Van","Number","39"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","OTH","Other (incl. lorry)","Number","25"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","NS","Not stated","Number","20"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W32015","Cootehill Legal Town","T","Total","Number","835"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","F","On Foot","Number","197"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","BI","Bicycle","Number","5"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","BU","Bus, minibus or coach","Number","31"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","CD","Car Driver","Number","321"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","CP","Car passenger","Number","171"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","V","Van","Number","29"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","OTH","Other (incl. lorry)","Number","21"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","NS","Not stated","Number","79"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33001","Bundoran Legal Town","T","Total","Number","857"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","F","On Foot","Number","244"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","BI","Bicycle","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","BU","Bus, minibus or coach","Number","29"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","CD","Car Driver","Number","324"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","CP","Car passenger","Number","175"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","V","Van","Number","69"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","OTH","Other (incl. lorry)","Number","23"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","NS","Not stated","Number","29"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33003","Ballyshannon Legal Town","T","Total","Number","901"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","F","On Foot","Number","462"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","BI","Bicycle","Number","11"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","BU","Bus, minibus or coach","Number","111"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","TDL","Train, DART or LUAS","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","M","Motorcycle or scooter","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","CD","Car Driver","Number","566"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","CP","Car passenger","Number","417"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","V","Van","Number","106"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","OTH","Other (incl. lorry)","Number","42"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","NS","Not stated","Number","43"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33025","Buncrana Legal Town","T","Total","Number","1768"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","F","On Foot","Number","1700"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","BI","Bicycle","Number","46"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","BU","Bus, minibus or coach","Number","728"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","TDL","Train, DART or LUAS","Number","12"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","M","Motorcycle or scooter","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","CD","Car Driver","Number","3749"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","CP","Car passenger","Number","2071"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","V","Van","Number","262"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","OTH","Other (incl. lorry)","Number","170"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","NS","Not stated","Number","315"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W33037","Letterkenny Legal Town","T","Total","Number","9061"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","F","On Foot","Number","387"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","BI","Bicycle","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","BU","Bus, minibus or coach","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","TDL","Train, DART or LUAS","Number","2"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","CD","Car Driver","Number","399"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","CP","Car passenger","Number","138"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","V","Van","Number","66"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","OTH","Other (incl. lorry)","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","NS","Not stated","Number","26"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34001","Carrickmacross Legal Town","T","Total","Number","1091"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","F","On Foot","Number","241"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","BI","Bicycle","Number","4"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","BU","Bus, minibus or coach","Number","35"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","CD","Car Driver","Number","308"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","CP","Car passenger","Number","167"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","V","Van","Number","30"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","OTH","Other (incl. lorry)","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","NS","Not stated","Number","19"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34003","Castleblayney Legal Town","T","Total","Number","822"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","F","On Foot","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","BI","Bicycle","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","BU","Bus, minibus or coach","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","TDL","Train, DART or LUAS","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","M","Motorcycle or scooter","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","CD","Car Driver","Number","50"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","CP","Car passenger","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","V","Van","Number","8"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","OTH","Other (incl. lorry)","Number","6"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","NS","Not stated","Number","0"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34004","Ballybay Legal Town","T","Total","Number","138"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","F","On Foot","Number","293"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","BI","Bicycle","Number","7"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","BU","Bus, minibus or coach","Number","25"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","TDL","Train, DART or LUAS","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","M","Motorcycle or scooter","Number","1"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","CD","Car Driver","Number","247"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","CP","Car passenger","Number","96"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","V","Van","Number","31"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","OTH","Other (incl. lorry)","Number","17"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","NS","Not stated","Number","28"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34005","Clones Legal Town","T","Total","Number","746"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34008","Monaghan Legal Town","F","On Foot","Number","1006"
"SAP2011T11T1C01","Population aged 5 years and over by means of travel to work, school or college","2011","2011","W34008","Monaghan Legal Town","BI","Bicycle","Number","17"
